neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
Brooklyn,Bushwick,40.70322,-73.92025,Private room,5,18,2019-05-15,0.77,1,66,60
Brooklyn,Williamsburg,40.71375,-73.96312,Private room,7,0,,,1,0,80
Brooklyn,Crown Heights,40.66426,-73.94758,Entire home/apt,2,18,2019-05-27,0.42,1,0,80
Brooklyn,Williamsburg,40.71713,-73.95669,Entire home/apt,2,76,2019-06-21,1.29,1,19,175
Brooklyn,Sunset Park,40.65877,-73.98974,Private room,3,3,2018-06-23,0.23,1,0,60
Manhattan,Upper East Side,40.78517,-73.95678,Entire home/apt,5,16,2019-06-14,0.47,1,364,225
Brooklyn,Borough Park,40.63525,-74.00724,Private room,1,0,,,10,365,48
Bronx,Van Nest,40.84778,-73.86146,Entire home/apt,1,29,2019-06-03,2.23,3,24,150
Queens,Astoria,40.76137,-73.91109,Entire home/apt,2,0,,,2,363,200
Queens,Astoria,40.76369,-73.91601,Entire home/apt,1,3,2016-01-02,0.05,1,0,80
Manhattan,Upper East Side,40.77595,-73.95573,Private room,3,28,2019-05-22,0.55,2,364,100
Brooklyn,Bedford-Stuyvesant,40.69064,-73.95664,Entire home/apt,1,3,2019-06-23,2.65,1,43,100
Manhattan,Upper West Side,40.77345,-73.98774,Private room,10,10,2018-12-12,0.44,1,248,89
Manhattan,East Village,40.72791,-73.98485,Entire home/apt,2,8,2019-06-24,4.36,1,67,150
Manhattan,Harlem,40.81371,-73.95585,Private room,6,130,2019-06-02,1.42,2,97,85
Manhattan,Hell's Kitchen,40.76306,-73.98867,Shared room,1,14,2019-06-24,3.68,8,206,65
Manhattan,Midtown,40.74512,-73.98212,Entire home/apt,1,4,2019-06-29,4.0,1,296,395
Manhattan,Upper East Side,40.76282,-73.96734,Entire home/apt,1,109,2019-07-02,3.21,1,190,195
Queens,Astoria,40.76531,-73.91155,Entire home/apt,2,3,2017-10-27,0.12,1,0,137
Brooklyn,East New York,40.66983,-73.89411,Private room,7,3,2019-06-14,1.7,13,296,38
Manhattan,Chelsea,40.74807,-74.00209,Entire home/apt,3,0,,,1,0,200
Brooklyn,Bedford-Stuyvesant,40.68389,-73.93437,Entire home/apt,2,4,2016-01-13,0.09,1,0,65
Queens,Arverne,40.59684,-73.79449,Private room,2,201,2019-06-18,3.28,2,88,35
Manhattan,Lower East Side,40.7209,-73.98428,Private room,2,16,2017-12-10,0.5,1,66,100
Brooklyn,Williamsburg,40.71882,-73.94943,Entire home/apt,2,1,2018-06-28,0.08,1,0,260
Manhattan,Roosevelt Island,40.76206,-73.94904,Private room,3,1,2016-01-05,0.02,1,0,45
Manhattan,Chelsea,40.74105,-74.00401,Entire home/apt,4,48,2019-06-19,1.19,2,280,195
Brooklyn,Williamsburg,40.70959,-73.96111,Entire home/apt,1,77,2019-07-02,8.95,1,77,150
Brooklyn,Bedford-Stuyvesant,40.68325,-73.94975,Private room,1,117,2019-05-30,1.61,15,236,45
Brooklyn,Bushwick,40.69907,-73.92348,Private room,30,0,,,1,0,150
Queens,East Elmhurst,40.76248,-73.86986,Private room,1,52,2019-03-30,4.92,1,365,110
Manhattan,East Harlem,40.79578,-73.93398,Entire home/apt,5,2,2018-09-03,0.18,2,1,145
Brooklyn,Bedford-Stuyvesant,40.68541,-73.92392,Entire home/apt,3,4,2017-08-16,0.11,1,0,195
Brooklyn,Cypress Hills,40.67715,-73.86672,Entire home/apt,2,11,2019-07-07,3.93,1,217,150
Manhattan,Harlem,40.80389,-73.95712,Entire home/apt,5,0,,,1,0,190
Brooklyn,Gravesend,40.59147,-73.97566,Private room,1,1,2019-03-02,0.23,1,0,70
Brooklyn,Bushwick,40.69142,-73.92472,Private room,1,4,2019-05-26,0.63,2,365,140
Manhattan,Upper West Side,40.7809,-73.98215,Entire home/apt,5,0,,,1,0,220
Brooklyn,Williamsburg,40.71596,-73.96215,Private room,2,106,2019-06-23,2.29,8,104,60
Manhattan,Financial District,40.70558,-74.00845,Entire home/apt,29,1,2019-05-05,0.45,96,290,175
Queens,Ditmars Steinway,40.77546,-73.91571,Entire home/apt,3,23,2019-01-04,0.67,1,14,110
Manhattan,West Village,40.73581,-74.00666,Entire home/apt,4,22,2019-07-02,0.81,1,22,185
Brooklyn,Williamsburg,40.7146,-73.94167,Shared room,1,1,2019-05-14,0.54,2,365,125
Brooklyn,Bushwick,40.68187,-73.90815,Private room,30,3,2018-08-13,0.16,1,179,67
Manhattan,Harlem,40.82964,-73.94271,Entire home/apt,2,2,2019-02-02,0.37,1,189,80
Manhattan,Hell's Kitchen,40.76404,-73.9926,Private room,2,120,2019-06-08,3.3,2,308,175
Brooklyn,Bedford-Stuyvesant,40.68163,-73.95558,Private room,7,15,2019-02-14,0.7,2,71,37
Manhattan,Hell's Kitchen,40.76418,-73.98822,Shared room,1,42,2019-06-23,3.12,8,181,99
Manhattan,East Harlem,40.78785,-73.94249,Entire home/apt,4,8,2019-06-29,0.5,1,0,105
Manhattan,Midtown,40.75274,-73.97026,Entire home/apt,30,3,2016-07-04,0.06,52,365,110
Brooklyn,Sunset Park,40.63947,-74.01888,Entire home/apt,2,220,2019-06-27,3.1,2,287,195
Manhattan,East Village,40.72333,-73.98838,Private room,1,139,2019-06-27,3.64,2,103,65
Manhattan,Upper West Side,40.78558,-73.97703,Private room,2,0,,,2,362,340
Queens,Long Island City,40.74629,-73.95199,Private room,3,56,2019-05-08,1.71,1,50,95
Queens,East Elmhurst,40.76523,-73.86966,Private room,1,16,2017-11-20,0.65,1,0,40
Manhattan,Greenwich Village,40.72982,-74.00034,Entire home/apt,2,25,2019-07-01,1.78,1,64,175
Brooklyn,Downtown Brooklyn,40.69531,-73.98306,Private room,5,0,,,1,0,80
Brooklyn,Williamsburg,40.71552,-73.94263,Private room,2,0,,,1,0,110
Queens,Astoria,40.7636,-73.926,Entire home/apt,7,1,2019-01-01,0.16,1,42,300
Queens,Elmhurst,40.74517,-73.87496,Private room,1,75,2019-04-07,1.87,8,106,59
Manhattan,Hell's Kitchen,40.75994,-73.98812,Entire home/apt,2,103,2019-06-21,2.29,1,34,259
Brooklyn,Sunset Park,40.64929,-74.00422,Entire home/apt,2,5,2019-06-05,0.82,1,0,100
Manhattan,Hell's Kitchen,40.75491,-73.99644,Private room,1,24,2019-06-21,3.27,30,155,199
Brooklyn,Bedford-Stuyvesant,40.6852,-73.95636,Entire home/apt,3,14,2017-10-15,0.29,1,0,110
Brooklyn,Greenpoint,40.72879,-73.95689,Entire home/apt,3,37,2019-05-27,1.18,1,258,170
Brooklyn,Crown Heights,40.67534,-73.94958,Private room,14,3,2017-01-25,0.07,1,0,28
Manhattan,Harlem,40.81254,-73.94199,Private room,30,1,2019-06-08,1.0,103,0,31
Manhattan,Hell's Kitchen,40.76638,-73.98741,Private room,1,22,2018-02-10,0.63,1,0,60
Manhattan,West Village,40.73057,-74.00458,Entire home/apt,3,16,2019-05-07,0.81,1,3,199
Brooklyn,Bushwick,40.69397,-73.91139,Entire home/apt,5,0,,,1,12,90
Manhattan,Kips Bay,40.74428,-73.97809,Entire home/apt,3,134,2019-06-29,1.56,1,236,135
Queens,Long Island City,40.74406,-73.94504,Entire home/apt,4,4,2015-10-17,0.09,1,0,149
Brooklyn,Bedford-Stuyvesant,40.69616,-73.94737,Private room,1,2,2016-06-27,0.05,1,0,35
Queens,Ditmars Steinway,40.77293,-73.91846,Private room,3,34,2019-04-15,0.92,2,161,100
Manhattan,Chelsea,40.73968,-73.99746,Private room,2,41,2019-06-19,3.54,4,316,150
Queens,Elmhurst,40.74503,-73.88761,Private room,1,3,2018-10-07,0.29,2,317,80
Brooklyn,Bedford-Stuyvesant,40.69371,-73.94449,Private room,4,52,2019-06-25,6.5,2,1,53
Manhattan,Upper East Side,40.76323,-73.95916,Entire home/apt,4,2,2018-10-18,0.07,1,0,200
Manhattan,Washington Heights,40.85014,-73.93743,Private room,1,67,2019-06-22,3.07,2,72,30
Brooklyn,Greenpoint,40.73409,-73.95348,Entire home/apt,29,3,2017-07-30,0.03,1,34,250
Queens,Flushing,40.743,-73.82335,Private room,1,38,2019-04-21,2.68,5,0,60
Brooklyn,Bushwick,40.70093,-73.92375,Private room,2,11,2019-06-26,0.24,1,89,90
Brooklyn,Williamsburg,40.71072,-73.96143,Private room,2,142,2019-06-16,2.22,2,306,90
Brooklyn,Crown Heights,40.67592,-73.94694,Entire home/apt,3,53,2019-06-22,4.44,1,21,99
Manhattan,Harlem,40.82982,-73.94661,Private room,1,1,2019-01-01,0.16,6,41,109
Manhattan,East Village,40.72669,-73.98792,Entire home/apt,3,35,2019-01-02,0.92,1,0,150
Manhattan,East Village,40.73121,-73.98693,Entire home/apt,5,46,2019-07-01,1.81,1,92,220
Manhattan,Financial District,40.70782,-74.00616,Entire home/apt,29,0,,,327,341,137
Brooklyn,Crown Heights,40.67306,-73.95509,Private room,4,3,2019-07-06,1.73,1,16,72
Queens,Ridgewood,40.70004,-73.89864,Private room,5,0,,,1,0,88
Brooklyn,Flatbush,40.64767,-73.96236,Private room,1,7,2019-07-02,0.85,1,133,75
Manhattan,Nolita,40.72241,-73.99592,Entire home/apt,4,3,2015-09-13,0.05,1,0,200
Queens,Astoria,40.75583,-73.92596,Private room,3,18,2017-01-11,0.33,2,0,120
Bronx,Parkchester,40.83703,-73.85648,Private room,2,63,2019-05-18,1.8,2,150,75
Brooklyn,Sunset Park,40.64041,-74.01497,Private room,20,0,,,1,0,80
Manhattan,Harlem,40.82334,-73.94811,Entire home/apt,2,90,2019-07-07,2.58,1,35,165
Manhattan,Harlem,40.83086,-73.94478,Private room,1,0,,,1,0,35
Brooklyn,Bushwick,40.69406,-73.9255,Entire home/apt,1,5,2019-07-05,5.0,1,57,99
Manhattan,Harlem,40.83378,-73.94966,Private room,1,1,2013-11-01,0.01,1,365,85
Brooklyn,Williamsburg,40.71909,-73.95998,Private room,1,170,2019-06-20,5.9,1,245,45
Manhattan,SoHo,40.72367,-74.00229,Entire home/apt,4,0,,,1,5,180
Manhattan,Upper West Side,40.78536,-73.97543,Entire home/apt,30,0,,,91,312,133
Brooklyn,Bedford-Stuyvesant,40.68928,-73.95976,Private room,5,12,2019-04-27,0.28,2,189,180
Manhattan,Chelsea,40.74371,-74.00244,Entire home/apt,3,0,,,1,0,400
Brooklyn,East New York,40.66018,-73.86607,Private room,1,3,2019-04-07,0.31,1,281,125
Brooklyn,Fort Greene,40.68589,-73.97659,Entire home/apt,2,13,2016-08-30,0.35,1,0,100
Brooklyn,Williamsburg,40.7066,-73.94625,Entire home/apt,2,9,2019-06-18,1.27,1,1,150
Manhattan,Lower East Side,40.72293,-73.98918,Entire home/apt,4,72,2019-06-23,2.94,1,109,200
Brooklyn,Prospect-Lefferts Gardens,40.65698,-73.95761,Private room,14,8,2019-06-09,0.81,4,31,45
Brooklyn,Bedford-Stuyvesant,40.68749,-73.95467,Private room,30,29,2019-06-05,2.51,2,362,65
Brooklyn,Williamsburg,40.70522,-73.94243,Entire home/apt,2,0,,,1,328,226
Brooklyn,Bedford-Stuyvesant,40.69113,-73.9478,Entire home/apt,2,1,2015-08-11,0.02,1,0,70
Brooklyn,Bushwick,40.70136,-73.9269,Private room,6,6,2018-11-12,0.5,3,11,70
Brooklyn,Williamsburg,40.71822,-73.93996,Entire home/apt,3,1,2017-12-29,0.05,1,0,250
Brooklyn,Fort Greene,40.68803,-73.9733,Entire home/apt,3,9,2019-06-14,0.75,1,0,120
Manhattan,Theater District,40.76251,-73.98455,Private room,1,5,2019-07-03,5.0,15,304,300
Manhattan,Upper West Side,40.79964,-73.96437,Private room,3,2,2016-08-13,0.06,1,0,70
Queens,Laurelton,40.68021,-73.74167,Entire home/apt,1,45,2019-06-30,2.24,1,170,110
Brooklyn,Crown Heights,40.66957,-73.94804,Entire home/apt,3,0,,,2,0,150
Brooklyn,Bushwick,40.70298,-73.92203,Private room,5,1,2016-07-08,0.03,1,0,45
Staten Island,Arrochar,40.59679,-74.083,Private room,4,39,2019-04-27,1.39,8,347,34
Brooklyn,Prospect-Lefferts Gardens,40.6583,-73.9514,Private room,2,12,2019-06-20,2.11,1,79,40
Manhattan,Greenwich Village,40.73051,-73.99518,Entire home/apt,2,17,2018-10-20,0.25,2,364,1100
Brooklyn,Prospect-Lefferts Gardens,40.6627,-73.95196,Private room,2,48,2019-06-25,2.55,3,276,60
Brooklyn,Prospect Heights,40.67414,-73.96723,Private room,1,0,,,1,15,125
Manhattan,Washington Heights,40.85504,-73.93648,Entire home/apt,7,11,2019-04-22,0.3,1,4,115
Queens,Ditmars Steinway,40.77305,-73.9082,Entire home/apt,3,2,2018-04-12,0.13,1,0,70
Manhattan,Midtown,40.75967,-73.96786,Entire home/apt,30,0,,,1,159,120
Brooklyn,Williamsburg,40.7121,-73.96156,Private room,1,1,2016-05-23,0.03,3,0,80
Manhattan,Inwood,40.8637,-73.92826,Entire home/apt,2,0,,,1,0,100
Manhattan,SoHo,40.72277,-74.00464,Entire home/apt,5,6,2019-06-25,0.71,2,9,275
Queens,Astoria,40.76494,-73.92752,Private room,4,28,2019-01-03,0.74,2,242,86
Brooklyn,Williamsburg,40.71157,-73.9636,Entire home/apt,31,15,2015-10-12,0.18,1,223,100
Queens,Rego Park,40.72638,-73.85852,Private room,4,76,2019-02-04,1.07,1,5,35
Manhattan,Gramercy,40.73805,-73.98415,Entire home/apt,4,4,2018-08-29,0.29,2,0,150
Queens,Astoria,40.76623,-73.91902,Entire home/apt,5,17,2019-04-07,0.35,1,12,80
Bronx,Riverdale,40.88671,-73.9151,Private room,2,0,,,3,179,2500
Manhattan,SoHo,40.72085,-73.99966,Private room,1,0,,,4,352,100
Brooklyn,Bedford-Stuyvesant,40.68172,-73.93236,Entire home/apt,1,11,2015-10-20,0.19,1,365,500
Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,3,18,2013-05-31,0.19,1,0,175
Brooklyn,Bedford-Stuyvesant,40.68062,-73.91251,Private room,5,12,2019-07-02,1.28,3,354,80
Manhattan,Inwood,40.87045,-73.91765,Entire home/apt,5,4,2018-06-21,0.09,1,0,90
Manhattan,East Village,40.72843,-73.97872,Entire home/apt,2,3,2015-10-12,0.06,1,0,195
Manhattan,Theater District,40.76002,-73.98708,Entire home/apt,5,0,,,1,0,800
Manhattan,West Village,40.73212,-74.01051,Entire home/apt,1,1,2015-08-25,0.02,1,0,195
Manhattan,Harlem,40.8179,-73.9539,Private room,2,52,2017-03-08,1.04,3,0,75
Manhattan,Upper West Side,40.78052,-73.97567,Private room,3,14,2019-06-11,1.14,1,0,109
Brooklyn,Crown Heights,40.67477,-73.95313,Private room,2,1,2018-05-27,0.07,1,0,60
Brooklyn,Crown Heights,40.67436,-73.9551,Entire home/apt,4,6,2019-04-07,0.61,1,4,200
Queens,Long Island City,40.75283,-73.92504,Private room,2,0,,,1,356,375
Brooklyn,Bushwick,40.69568,-73.93203,Entire home/apt,2,23,2019-07-06,4.06,1,227,175
Brooklyn,Bushwick,40.69992,-73.92235,Private room,2,5,2018-09-23,0.36,1,0,62
Manhattan,Midtown,40.75269,-73.96678,Entire home/apt,3,5,2019-05-27,1.17,49,230,737
Manhattan,East Harlem,40.78974,-73.9425,Shared room,3,0,,,1,83,350
Manhattan,Financial District,40.70758,-74.00409,Entire home/apt,1,16,2019-04-21,0.83,1,174,850
Brooklyn,Prospect-Lefferts Gardens,40.66316,-73.95326,Private room,2,61,2019-07-02,3.26,3,265,75
Brooklyn,East Flatbush,40.64282,-73.94497,Entire home/apt,4,0,,,1,13,199
Queens,Ridgewood,40.70458,-73.90269,Entire home/apt,3,8,2019-01-03,0.69,1,16,99
Queens,Elmhurst,40.7448,-73.88177,Private room,6,26,2019-07-04,2.09,5,299,42
Brooklyn,Bedford-Stuyvesant,40.67879,-73.93653,Entire home/apt,2,191,2019-06-23,3.27,2,311,125
Brooklyn,Bushwick,40.6985,-73.93384,Shared room,2,13,2019-04-14,0.65,2,365,42
Brooklyn,Vinegar Hill,40.70156,-73.98199,Shared room,2,37,2019-06-06,1.09,1,83,250
Brooklyn,Crown Heights,40.67452,-73.9554,Private room,1,0,,,1,0,120
Queens,Long Island City,40.75912,-73.92903,Entire home/apt,3,2,2019-06-09,1.43,2,0,130
Queens,Woodside,40.74123,-73.90152,Private room,30,0,,,103,247,59
Manhattan,Morningside Heights,40.81325,-73.96122,Entire home/apt,3,1,2018-12-20,0.15,1,0,80
Brooklyn,Prospect-Lefferts Gardens,40.6609,-73.96185,Entire home/apt,2,5,2017-09-24,0.22,1,0,115
Brooklyn,Clinton Hill,40.69288,-73.96592,Private room,2,0,,,1,0,105
Brooklyn,Bedford-Stuyvesant,40.68797,-73.9592,Private room,1,0,,,1,0,150
Manhattan,Harlem,40.82501,-73.95373,Private room,1,4,2015-11-27,0.08,3,365,125
Manhattan,Stuyvesant Town,40.73143,-73.97549,Shared room,1,0,,,1,3,56
Manhattan,Financial District,40.70428,-74.01067,Entire home/apt,2,3,2016-04-27,0.07,1,0,127
Manhattan,Little Italy,40.71807,-73.99843,Entire home/apt,3,0,,,1,11,125
Brooklyn,Prospect Heights,40.67734,-73.96814,Entire home/apt,6,5,2016-01-01,0.09,1,0,150
Manhattan,Little Italy,40.71941,-73.99706,Private room,5,26,2019-05-06,0.67,2,160,85
Brooklyn,Crown Heights,40.66602,-73.94612,Entire home/apt,4,28,2019-06-25,1.52,1,179,300
Manhattan,SoHo,40.72461,-74.01136,Entire home/apt,2,2,2016-09-11,0.06,1,130,250
Manhattan,Chelsea,40.74625,-74.0,Entire home/apt,3,2,2019-07-04,2.0,1,242,305
Manhattan,Hell's Kitchen,40.76297,-73.98588,Entire home/apt,30,1,2017-12-02,0.05,87,357,215
Brooklyn,Bedford-Stuyvesant,40.69649,-73.93645,Private room,1,2,2015-11-07,0.04,1,0,38
Manhattan,Midtown,40.74631,-73.98551,Private room,1,0,,,1,0,150
Brooklyn,Bedford-Stuyvesant,40.68318,-73.95002,Entire home/apt,1,33,2019-06-24,2.96,1,83,240
Brooklyn,Bedford-Stuyvesant,40.69062,-73.93497,Private room,1,5,2016-04-25,0.12,1,0,28
Manhattan,Financial District,40.70351,-74.01266,Entire home/apt,2,27,2018-07-27,1.57,1,0,165
Manhattan,Midtown,40.74559,-73.98216,Entire home/apt,7,0,,,1,0,259
Manhattan,Financial District,40.70709,-74.01037,Entire home/apt,2,7,2019-06-18,3.23,327,253,475
Brooklyn,Fort Hamilton,40.61999,-74.03181,Private room,1,34,2019-06-16,0.8,2,281,55
Manhattan,East Harlem,40.80046,-73.94239,Shared room,1,2,2019-06-30,2.0,2,64,65
Manhattan,Midtown,40.76011,-73.97051,Entire home/apt,2,28,2019-07-01,4.57,1,99,116
Brooklyn,Boerum Hill,40.68528,-73.98634,Private room,1,9,2019-06-09,0.89,3,25,98
Queens,Forest Hills,40.71711,-73.8347,Private room,1,34,2019-06-24,1.67,1,93,70
Brooklyn,Borough Park,40.62586,-73.98079,Entire home/apt,5,33,2018-05-29,0.81,1,27,70
Manhattan,Lower East Side,40.71549,-73.97951,Private room,2,0,,,1,296,125
Manhattan,Harlem,40.81986,-73.94414,Entire home/apt,2,63,2019-06-22,3.71,1,18,99
Brooklyn,Williamsburg,40.71399,-73.95363,Entire home/apt,2,45,2019-06-14,2.79,1,19,120
Queens,Flushing,40.75224,-73.81505,Private room,1,77,2019-05-29,3.43,4,362,49
Queens,Flushing,40.75114,-73.80695,Entire home/apt,2,20,2019-05-31,0.85,6,243,500
Brooklyn,Williamsburg,40.71515,-73.94798,Entire home/apt,7,15,2018-12-16,0.3,1,0,100
Brooklyn,Crown Heights,40.67467,-73.9469,Entire home/apt,5,2,2019-04-21,0.66,1,0,100
Manhattan,Lower East Side,40.72296,-73.99259,Private room,1,1,2019-01-07,0.16,2,0,90
Manhattan,Chelsea,40.74237,-74.00063,Entire home/apt,2,2,2016-06-08,0.05,1,0,120
Brooklyn,Williamsburg,40.7154,-73.95469,Private room,2,7,2017-10-23,0.21,1,0,76
Manhattan,Harlem,40.8259,-73.94962,Private room,7,2,2017-03-24,0.06,1,0,48
Brooklyn,Bedford-Stuyvesant,40.68362,-73.95692,Private room,1,1,2019-05-26,0.67,1,95,60
Brooklyn,Bedford-Stuyvesant,40.68967,-73.93381,Entire home/apt,3,115,2019-06-23,2.83,1,49,130
Brooklyn,Bedford-Stuyvesant,40.68977,-73.95603,Private room,1,1,2015-08-31,0.02,2,0,70
Manhattan,Midtown,40.75337,-73.97334,Entire home/apt,2,7,2019-06-23,1.78,1,12,160
Brooklyn,Williamsburg,40.7141,-73.96477,Entire home/apt,3,8,2017-09-25,0.13,1,0,120
Queens,Ridgewood,40.70609,-73.90592,Private room,2,0,,,2,0,65
Brooklyn,Bushwick,40.69531,-73.92248,Entire home/apt,5,77,2019-06-30,1.96,2,275,148
Brooklyn,Williamsburg,40.71174,-73.95544,Entire home/apt,1,119,2019-06-23,2.71,3,353,531
Queens,Queens Village,40.70946,-73.74837,Private room,1,47,2019-07-01,3.96,1,348,50
Manhattan,West Village,40.73848,-74.00252,Entire home/apt,28,13,2019-01-01,0.52,1,0,250
Brooklyn,East Flatbush,40.6648,-73.92672,Entire home/apt,1,15,2019-06-29,1.42,1,48,115
Brooklyn,Bath Beach,40.60979,-74.01121,Entire home/apt,1,38,2017-07-30,1.12,1,36,85
Queens,Long Island City,40.74726,-73.94304,Entire home/apt,20,2,2017-11-02,0.1,1,0,110
Manhattan,Upper West Side,40.79744,-73.97098,Private room,30,2,2016-05-27,0.04,1,365,95
Brooklyn,Park Slope,40.66884,-73.97575,Private room,3,192,2019-06-29,3.2,1,60,180
Brooklyn,Flatbush,40.65392,-73.95364,Entire home/apt,15,7,2018-09-06,0.19,1,0,62
Bronx,Norwood,40.87692,-73.87427,Entire home/apt,5,0,,,1,89,130
Manhattan,Harlem,40.80381,-73.95055,Entire home/apt,10,10,2018-12-11,0.64,1,0,125
Brooklyn,Prospect Heights,40.67625,-73.97038,Entire home/apt,30,1,2019-03-05,0.24,1,365,166
Brooklyn,East Flatbush,40.64457,-73.94915,Private room,1,3,2019-07-07,3.0,2,171,35
Manhattan,Theater District,40.75969,-73.98732,Entire home/apt,29,0,,,327,220,699
Queens,Ozone Park,40.68337,-73.8431,Private room,1,0,,,1,0,45
Manhattan,Harlem,40.81951,-73.94161,Private room,1,0,,,1,21,50
Brooklyn,Sunset Park,40.64021,-74.00867,Private room,1,18,2019-04-27,1.73,5,0,29
Staten Island,West Brighton,40.63471,-74.10942,Entire home/apt,1,9,2019-06-07,0.45,1,175,75
Manhattan,East Village,40.72513,-73.98064,Private room,1,73,2018-08-25,1.51,1,154,125
Manhattan,East Village,40.73125,-73.98675,Entire home/apt,3,2,2016-08-01,0.04,2,0,480
Manhattan,Harlem,40.80448,-73.95567,Entire home/apt,1,58,2019-06-18,4.89,1,96,139
Manhattan,East Village,40.72445,-73.97683,Private room,3,36,2019-06-23,3.94,1,109,149
Brooklyn,Bushwick,40.69477,-73.92489,Private room,7,0,,,2,362,50
Manhattan,Lower East Side,40.71959,-73.98984,Private room,1,1,2016-01-05,0.02,1,0,60
Brooklyn,Prospect Heights,40.68233,-73.97261,Entire home/apt,4,166,2019-06-27,3.4,1,207,131
Queens,Jamaica,40.69872,-73.78614,Private room,1,68,2019-06-13,1.5,3,349,70
Manhattan,Upper West Side,40.7732,-73.98768,Entire home/apt,4,60,2019-06-22,2.42,1,320,148
Brooklyn,Bushwick,40.6942,-73.92024,Entire home/apt,4,11,2017-05-22,0.23,2,8,150
Manhattan,Washington Heights,40.84332,-73.94131,Private room,1,8,2019-06-18,0.58,3,53,50
Brooklyn,Bay Ridge,40.63719,-74.03489,Entire home/apt,3,38,2019-05-01,0.53,1,192,80
Manhattan,East Village,40.72369,-73.98998,Entire home/apt,2,1,2015-09-21,0.02,1,0,300
Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,2,9,2019-02-16,0.11,1,254,140
Manhattan,Midtown,40.75489,-73.9666,Entire home/apt,4,132,2019-06-21,3.39,2,242,239
Manhattan,East Village,40.72448,-73.99247,Entire home/apt,3,3,2019-01-02,0.36,1,14,400
Manhattan,Chelsea,40.75351,-73.99762,Entire home/apt,7,3,2015-09-26,0.06,1,250,225
Brooklyn,Greenpoint,40.72212,-73.94423,Private room,2,0,,,1,0,65
Brooklyn,Bedford-Stuyvesant,40.68929,-73.93079,Private room,1,296,2019-06-27,6.37,7,59,79
Manhattan,East Village,40.72921,-73.98629,Entire home/apt,3,5,2018-12-31,0.37,1,5,95
Brooklyn,South Slope,40.66617,-73.98627,Entire home/apt,3,87,2019-06-26,1.53,1,204,158
Staten Island,New Springville,40.58085,-74.15443,Private room,10,0,,,3,89,43
Brooklyn,Prospect Heights,40.68014,-73.96539,Entire home/apt,8,12,2019-06-24,1.54,1,34,150
Manhattan,Financial District,40.70866,-74.01385,Entire home/apt,30,1,2018-10-31,0.12,33,327,178
Manhattan,East Harlem,40.79052,-73.94838,Entire home/apt,29,1,2019-05-31,0.77,2,0,120
Brooklyn,Greenpoint,40.72921,-73.95016,Private room,2,1,2018-07-10,0.08,1,0,50
Brooklyn,Greenpoint,40.7374,-73.95666,Private room,3,1,2019-03-22,0.28,1,87,120
Brooklyn,Greenpoint,40.72663,-73.93819,Private room,7,2,2019-05-16,0.32,2,63,70
Brooklyn,East Flatbush,40.65755,-73.92341,Entire home/apt,2,18,2019-06-18,1.46,1,39,80
Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,Private room,3,126,2019-05-19,1.17,4,343,90
Manhattan,Hell's Kitchen,40.76511,-73.98714,Entire home/apt,2,19,2019-06-01,2.19,1,68,394
Staten Island,Tompkinsville,40.63333,-74.08389,Private room,3,13,2019-06-08,0.7,3,176,30
Brooklyn,Williamsburg,40.71843,-73.95725,Private room,1,0,,,1,0,115
Brooklyn,Williamsburg,40.71324,-73.94271,Entire home/apt,3,1,2019-06-11,1.0,1,217,184
Manhattan,Stuyvesant Town,40.73082,-73.98023,Entire home/apt,35,2,2018-06-30,0.16,1,83,150
Brooklyn,Crown Heights,40.67116,-73.94293,Entire home/apt,7,11,2016-11-11,0.21,1,0,72
Manhattan,Midtown,40.75004,-73.97089,Entire home/apt,30,5,2017-10-07,0.14,10,289,115
Brooklyn,Williamsburg,40.71528,-73.95365,Private room,2,135,2019-06-30,6.62,1,30,55
Brooklyn,Bedford-Stuyvesant,40.6837,-73.94199,Private room,3,5,2019-04-24,0.79,1,0,43
Manhattan,Hell's Kitchen,40.75988,-73.99123,Private room,1,50,2019-07-07,6.2,6,316,135
Manhattan,SoHo,40.72688,-74.0022,Entire home/apt,3,79,2019-06-23,2.33,1,28,200
Manhattan,Upper East Side,40.76712,-73.95668,Private room,2,0,,,1,0,70
Manhattan,Hell's Kitchen,40.75974,-73.99016,Private room,1,69,2019-05-31,6.22,12,232,110
Queens,Astoria,40.76444,-73.9157,Entire home/apt,2,1,2019-06-30,1.0,1,270,225
Manhattan,Washington Heights,40.83773,-73.94415,Private room,3,0,,,1,178,125
Manhattan,Harlem,40.7987,-73.9531,Private room,4,1,2018-12-26,0.15,1,0,60
Brooklyn,Bushwick,40.68893,-73.90984,Private room,1,5,2019-06-09,0.6,1,158,39
Brooklyn,Crown Heights,40.67832,-73.95128,Private room,3,5,2016-10-10,0.13,1,0,60
Bronx,Tremont,40.84647,-73.89299,Private room,2,33,2019-05-28,1.27,2,327,38
Bronx,Castle Hill,40.81518,-73.84758,Entire home/apt,3,32,2019-06-23,2.79,1,42,62
Brooklyn,Williamsburg,40.71675,-73.95614,Entire home/apt,3,2,2018-01-01,0.11,1,0,219
