neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Harlem,40.82865,-73.94621,Private room,3,61,2019-06-15,0.81,1,285,47
Manhattan,West Village,40.72953,-74.00462,Entire home/apt,7,11,2015-05-27,0.12,1,0,145
Manhattan,Upper West Side,40.7886,-73.97553,Entire home/apt,28,28,2019-05-31,0.41,1,283,190
Brooklyn,Boerum Hill,40.68347,-73.97971,Private room,1,201,2019-06-26,4.45,4,5,72
Brooklyn,Flatbush,40.65271,-73.96074,Private room,2,12,2017-02-10,0.2,4,189,59
Manhattan,Midtown,40.75584,-73.96979,Entire home/apt,1,38,2019-06-27,1.01,1,361,300
Bronx,Concourse Village,40.83251,-73.91217,Private room,1,0,,,1,365,85
Manhattan,Lower East Side,40.72115,-73.98308,Entire home/apt,5,1,2015-09-16,0.02,1,0,240
Manhattan,Harlem,40.80343,-73.9531,Private room,3,47,2019-06-30,0.57,1,248,110
Brooklyn,Flatbush,40.64088,-73.96306,Private room,1,87,2019-06-12,2.53,3,313,120
Queens,Rosedale,40.65567,-73.73076,Private room,1,45,2019-06-16,6.75,1,277,65
Brooklyn,Williamsburg,40.71983,-73.95675,Entire home/apt,2,145,2019-06-25,4.03,2,230,195
Brooklyn,Fort Hamilton,40.61634,-74.03378,Private room,2,9,2019-04-09,0.23,2,365,120
Brooklyn,Williamsburg,40.70887,-73.94609,Private room,3,12,2017-12-24,0.43,2,0,100
Queens,Astoria,40.76,-73.90684,Private room,2,35,2019-06-30,2.67,1,204,60
Manhattan,Murray Hill,40.74868,-73.97563,Entire home/apt,2,8,2019-06-23,2.03,327,108,257
Manhattan,Harlem,40.80947,-73.94066,Private room,5,3,2017-11-18,0.12,1,0,30
Manhattan,Harlem,40.81455,-73.94471,Entire home/apt,1,142,2019-07-01,2.55,1,266,125
Brooklyn,Fort Greene,40.68814,-73.97452,Entire home/apt,2,34,2019-05-27,1.11,1,3,150
Manhattan,Gramercy,40.73267,-73.98259,Private room,3,1,2016-11-29,0.03,1,0,100
Manhattan,Kips Bay,40.7413,-73.98145,Entire home/apt,30,35,2019-06-24,5.0,1,253,275
Brooklyn,Red Hook,40.67811,-74.00606,Entire home/apt,7,2,2015-09-01,0.04,1,0,145
Manhattan,Lower East Side,40.71974,-73.98549,Private room,3,19,2019-01-01,0.41,1,0,89
Bronx,Morrisania,40.82424,-73.91316,Entire home/apt,1,0,,,1,0,225
Manhattan,West Village,40.73638,-74.00057,Private room,2,0,,,2,180,125
Manhattan,Harlem,40.82064,-73.9537,Private room,1,11,2019-01-25,1.43,2,0,150
Brooklyn,Flatbush,40.65067,-73.96062,Private room,2,71,2019-06-18,3.17,2,15,33
Queens,Ridgewood,40.69651,-73.9057,Private room,1,37,2019-06-24,2.39,7,45,50
Bronx,Kingsbridge,40.88587,-73.89865,Private room,4,0,,,1,87,80
Brooklyn,Bushwick,40.69945,-73.93667,Private room,10,4,2019-01-02,0.17,3,44,70
Bronx,Melrose,40.82251,-73.91125,Private room,3,0,,,1,90,60
Manhattan,Upper West Side,40.79957,-73.96989,Private room,3,4,2017-10-24,0.17,2,0,72
Brooklyn,Bedford-Stuyvesant,40.68273,-73.95437,Entire home/apt,1,0,,,1,0,185
Bronx,Parkchester,40.83581,-73.85864,Private room,2,3,2018-12-02,0.29,2,0,65
Brooklyn,Bushwick,40.70254,-73.92471,Private room,1,8,2019-01-02,0.96,1,64,33
Bronx,Throgs Neck,40.82696,-73.81927,Private room,4,34,2019-06-21,2.54,4,37,40
Brooklyn,Bedford-Stuyvesant,40.6805,-73.94612,Entire home/apt,3,88,2019-01-31,2.22,1,0,67
Queens,Elmhurst,40.74439,-73.87988,Private room,30,1,2019-06-10,1.0,103,273,34
Manhattan,Chinatown,40.71527,-73.99841,Entire home/apt,3,4,2018-04-17,0.23,1,0,150
Manhattan,Chinatown,40.71762,-73.99328,Private room,4,3,2015-09-29,0.06,1,0,89
Manhattan,Harlem,40.80256,-73.95581,Private room,2,11,2019-06-30,1.18,2,90,100
Brooklyn,Bedford-Stuyvesant,40.68402,-73.9424,Private room,1,1,2019-03-11,0.25,2,0,51
Brooklyn,Bedford-Stuyvesant,40.68624,-73.92109,Entire home/apt,2,0,,,3,226,400
Brooklyn,Bedford-Stuyvesant,40.68429,-73.93623,Entire home/apt,5,7,2019-06-03,1.84,3,215,250
Brooklyn,Bedford-Stuyvesant,40.69433,-73.9559,Private room,1,3,2019-04-21,0.26,2,86,70
Queens,Jackson Heights,40.74869,-73.88293,Private room,28,55,2019-06-01,0.67,2,89,68
Brooklyn,Flatbush,40.6421,-73.96166,Entire home/apt,29,5,2018-09-04,0.14,1,68,80
Brooklyn,Bedford-Stuyvesant,40.68098,-73.92706,Private room,1,12,2019-07-01,0.69,1,358,72
Brooklyn,Windsor Terrace,40.6585,-73.98397,Private room,2,21,2019-05-17,0.26,1,272,135
Bronx,Van Nest,40.84279,-73.86527,Entire home/apt,2,98,2019-06-24,5.1,1,89,100
Queens,Woodhaven,40.68931,-73.85485,Private room,9,0,,,1,246,35
Manhattan,Morningside Heights,40.8067,-73.95799,Private room,6,12,2019-01-03,0.47,2,251,107
Manhattan,East Village,40.72232,-73.98289,Entire home/apt,3,6,2016-11-06,0.12,1,0,120
Manhattan,East Village,40.72328,-73.9843,Private room,3,2,2018-05-18,0.14,1,0,80
Brooklyn,Prospect-Lefferts Gardens,40.66049,-73.96064,Shared room,1,0,,,6,245,40
Brooklyn,Williamsburg,40.7079,-73.94608,Private room,2,2,2019-05-06,0.85,1,188,75
Queens,Long Island City,40.7542,-73.92849,Entire home/apt,5,23,2019-06-24,2.15,1,173,145
Manhattan,Lower East Side,40.72007,-73.98775,Private room,3,36,2019-06-18,0.8,5,349,59
Queens,Long Island City,40.74967,-73.9396,Private room,14,1,2016-01-16,0.02,1,0,35
Manhattan,Nolita,40.72293,-73.99413,Entire home/apt,3,168,2019-06-30,2.7,1,269,320
Manhattan,Murray Hill,40.74883,-73.9752,Entire home/apt,29,0,,,327,365,200
Brooklyn,Williamsburg,40.71198,-73.95787,Entire home/apt,2,45,2019-06-30,2.16,2,268,200
Manhattan,Hell's Kitchen,40.76557,-73.99174,Private room,1,56,2019-06-30,5.81,1,4,120
Brooklyn,Bergen Beach,40.62299,-73.90501,Entire home/apt,2,25,2019-06-30,2.68,1,148,97
Brooklyn,Bedford-Stuyvesant,40.69653,-73.94994,Private room,2,5,2017-10-22,0.15,1,0,50
Brooklyn,Fort Greene,40.6862,-73.97184,Entire home/apt,3,17,2016-09-24,0.43,1,0,150
Staten Island,Tompkinsville,40.6326,-74.09099,Entire home/apt,1,36,2019-06-23,2.51,3,171,199
Manhattan,Financial District,40.70815,-74.00619,Shared room,6,0,,,1,87,105
Brooklyn,East Flatbush,40.64041,-73.95133,Entire home/apt,2,21,2019-05-13,0.85,1,0,97
Manhattan,Lower East Side,40.70985,-73.98724,Shared room,14,2,2017-10-01,0.08,28,320,35
Brooklyn,Prospect-Lefferts Gardens,40.65785,-73.96068,Entire home/apt,1,4,2016-05-22,0.1,1,357,800
Brooklyn,Williamsburg,40.71498,-73.94207,Private room,7,12,2019-04-29,0.35,2,359,75
Manhattan,East Village,40.72387,-73.979,Private room,2,1,2018-10-07,0.11,1,87,80
Brooklyn,Bushwick,40.69021,-73.91019,Private room,3,0,,,1,83,80
Bronx,Claremont Village,40.83502,-73.91058,Private room,2,0,,,1,364,125
Manhattan,Two Bridges,40.71183,-73.99685,Entire home/apt,4,3,2017-01-02,0.08,1,0,175
Manhattan,Harlem,40.82385,-73.93947,Private room,3,0,,,1,70,80
Brooklyn,Windsor Terrace,40.65457,-73.97512,Entire home/apt,3,1,2017-10-09,0.05,1,0,145
Manhattan,SoHo,40.72731,-74.00472,Entire home/apt,3,74,2019-07-05,1.6,1,247,350
Brooklyn,Williamsburg,40.71758,-73.9543,Entire home/apt,8,79,2019-07-01,1.16,1,78,250
Manhattan,Upper West Side,40.78472,-73.97575,Entire home/apt,3,0,,,1,0,175
Manhattan,Murray Hill,40.74811,-73.97718,Entire home/apt,3,0,,,1,341,168
Queens,Kew Gardens,40.70874,-73.82617,Private room,2,137,2019-06-23,6.27,1,32,60
Brooklyn,Crown Heights,40.67587,-73.95467,Entire home/apt,7,3,2017-10-02,0.13,1,0,250
Brooklyn,Bedford-Stuyvesant,40.68994,-73.93031,Private room,20,0,,,1,0,60
Manhattan,Gramercy,40.73947,-73.9847,Entire home/apt,4,7,2019-05-27,0.68,1,64,400
Brooklyn,Bushwick,40.69549,-73.925,Private room,2,1,2018-09-21,0.1,2,0,48
Manhattan,Upper West Side,40.80032,-73.95998,Entire home/apt,1,9,2019-07-01,5.09,1,229,285
Brooklyn,Clinton Hill,40.68354,-73.96748,Entire home/apt,6,18,2019-07-04,0.47,1,203,70
Manhattan,Financial District,40.70816,-74.0019,Entire home/apt,2,2,2019-06-10,1.02,1,127,365
Staten Island,South Beach,40.59116,-74.08174,Entire home/apt,4,24,2019-07-06,0.7,1,127,275
Brooklyn,Williamsburg,40.70506,-73.93122,Private room,1,8,2019-01-01,0.36,7,31,60
Brooklyn,Gravesend,40.59166,-73.96672,Entire home/apt,2,26,2019-06-23,2.22,1,323,76
Manhattan,Harlem,40.82221,-73.95606,Private room,2,24,2019-06-21,2.38,2,47,150
Queens,Woodside,40.75166,-73.90108,Private room,2,10,2019-05-09,1.59,1,5,99
Brooklyn,Crown Heights,40.67522,-73.91938,Private room,1,1,2018-12-21,0.15,1,65,85
Manhattan,Hell's Kitchen,40.76201,-73.99876,Private room,3,4,2018-07-09,0.31,1,0,150
Manhattan,Upper West Side,40.76908,-73.98483,Entire home/apt,30,5,2019-03-16,0.1,52,365,87
Brooklyn,Bay Ridge,40.63508,-74.03628,Entire home/apt,30,25,2018-12-22,0.36,2,188,65
Manhattan,Lower East Side,40.71978,-73.98424,Entire home/apt,2,6,2017-01-01,0.13,1,0,205
Manhattan,Kips Bay,40.74174,-73.97878,Private room,7,1,2015-05-31,0.02,1,0,115
Manhattan,Midtown,40.76386,-73.98222,Private room,1,2,2019-07-05,2.0,4,356,399
Brooklyn,Williamsburg,40.71598,-73.943,Entire home/apt,4,6,2019-06-26,0.69,1,10,160
Manhattan,Chinatown,40.71319,-73.99265,Private room,1,1,2015-10-13,0.02,1,0,100
Brooklyn,East Flatbush,40.65145,-73.94553,Entire home/apt,2,83,2019-07-01,4.43,1,346,120
Manhattan,Midtown,40.74223,-73.98286,Entire home/apt,1,32,2019-07-07,4.4,2,264,299
Manhattan,Lower East Side,40.71152,-73.99166,Private room,30,4,2019-03-31,0.34,1,52,59
Brooklyn,Bedford-Stuyvesant,40.6924,-73.93485,Private room,5,14,2018-01-05,0.54,1,0,55
Manhattan,Upper East Side,40.78165,-73.94647,Entire home/apt,30,7,2018-07-31,0.22,15,331,110
Manhattan,Financial District,40.70685,-74.00698,Entire home/apt,29,0,,,327,246,130
Brooklyn,Williamsburg,40.71996,-73.9414,Private room,2,2,2019-07-03,2.0,1,5,78
Manhattan,Upper East Side,40.77773,-73.95383,Entire home/apt,4,9,2019-05-26,0.71,1,4,180
Manhattan,West Village,40.73185,-74.00271,Entire home/apt,4,5,2017-12-11,0.1,1,0,150
Brooklyn,Prospect Heights,40.67959,-73.96486,Entire home/apt,3,0,,,1,0,175
Brooklyn,Williamsburg,40.70845,-73.9402,Private room,3,7,2019-07-01,1.0,1,42,85
Brooklyn,Bedford-Stuyvesant,40.682,-73.92246,Entire home/apt,3,165,2019-07-01,3.27,1,249,125
Manhattan,Upper East Side,40.76451,-73.96744,Entire home/apt,1,37,2019-06-07,3.04,7,352,249
Brooklyn,Williamsburg,40.71554,-73.94115,Entire home/apt,3,7,2019-01-02,0.38,1,0,250
Manhattan,West Village,40.73713,-74.00358,Entire home/apt,3,1,2016-01-02,0.02,1,0,225
Brooklyn,South Slope,40.66323,-73.98138,Private room,5,7,2019-06-02,0.59,2,56,60
Manhattan,Upper West Side,40.7965,-73.96179,Private room,2,165,2019-06-18,3.56,1,105,99
Brooklyn,Williamsburg,40.72006,-73.94593,Entire home/apt,5,0,,,1,0,175
Brooklyn,Crown Heights,40.67592,-73.94792,Entire home/apt,2,3,2017-12-31,0.15,1,0,100
Queens,Forest Hills,40.73134,-73.8521,Entire home/apt,2,6,2019-06-30,0.93,1,168,175
Manhattan,Washington Heights,40.85395,-73.93335,Entire home/apt,4,31,2019-07-01,2.16,1,286,300
Queens,Arverne,40.58977,-73.79498,Private room,1,56,2019-07-06,1.14,5,361,149
Manhattan,Upper West Side,40.80169,-73.96339,Private room,15,0,,,1,17,40
Brooklyn,Williamsburg,40.71227,-73.93618,Private room,2,11,2019-05-19,0.73,1,88,58
Brooklyn,Gowanus,40.68192,-73.9908,Entire home/apt,3,3,2019-05-27,0.36,1,192,298
Brooklyn,Bay Ridge,40.62961,-74.02616,Entire home/apt,2,5,2019-06-15,2.42,2,161,200
Brooklyn,Bushwick,40.70118,-73.92176,Entire home/apt,2,19,2019-06-23,3.88,1,53,90
Brooklyn,Bedford-Stuyvesant,40.68366,-73.95009,Private room,1,71,2019-07-04,1.06,15,314,61
Brooklyn,Williamsburg,40.70662,-73.95289,Entire home/apt,3,3,2019-06-16,0.48,2,0,180
Queens,Woodside,40.74465,-73.90795,Private room,30,0,,,103,0,39
Bronx,Mott Haven,40.8115,-73.9258,Entire home/apt,7,0,,,2,0,80
Brooklyn,Carroll Gardens,40.68358,-73.99474,Entire home/apt,5,12,2019-05-16,0.25,2,174,600
Manhattan,Upper West Side,40.78479,-73.97521,Entire home/apt,5,5,2017-08-18,0.12,1,0,200
Manhattan,Midtown,40.75607,-73.96768,Entire home/apt,4,4,2019-07-02,2.79,1,157,325
Brooklyn,Bedford-Stuyvesant,40.68045,-73.93796,Entire home/apt,3,51,2019-07-02,1.19,2,194,95
Brooklyn,Prospect-Lefferts Gardens,40.65801,-73.95732,Entire home/apt,4,0,,,1,127,150
Manhattan,East Village,40.73046,-73.9921,Private room,1,0,,,1,0,500
Brooklyn,Crown Heights,40.67702,-73.96261,Entire home/apt,5,3,2017-07-01,0.06,1,0,250
Queens,Corona,40.74826,-73.86755,Private room,2,0,,,1,363,150
Manhattan,Hell's Kitchen,40.76043,-73.99132,Entire home/apt,30,0,,,3,180,4100
Queens,Fresh Meadows,40.73751,-73.7839,Entire home/apt,2,9,2018-10-28,0.78,1,0,285
Brooklyn,Columbia St,40.68626,-74.00141,Entire home/apt,4,9,2019-06-26,0.38,1,74,149
Brooklyn,Clinton Hill,40.68443,-73.96737,Private room,2,12,2018-08-19,0.25,1,0,77
Brooklyn,Canarsie,40.64519,-73.89054,Private room,2,2,2019-06-20,0.11,1,364,71
Manhattan,Midtown,40.76423,-73.98187,Private room,7,5,2017-12-30,0.09,1,0,400
Queens,Richmond Hill,40.69318,-73.83418,Private room,1,17,2019-06-19,6.71,1,1,60
Manhattan,East Harlem,40.79377,-73.9361,Private room,14,30,2019-06-04,0.43,2,36,59
Brooklyn,Greenpoint,40.73767,-73.95732,Private room,6,3,2019-04-26,0.16,1,0,60
Brooklyn,Canarsie,40.63895,-73.90868,Private room,1,74,2019-06-15,2.88,2,179,50
Brooklyn,Bushwick,40.70082,-73.91859,Private room,30,2,2019-06-30,0.47,17,319,50
Manhattan,Midtown,40.75939,-73.96949,Entire home/apt,1,0,,,1,0,200
Queens,Astoria,40.7703,-73.93306,Entire home/apt,2,13,2014-09-01,0.18,1,0,140
Brooklyn,Bedford-Stuyvesant,40.68475,-73.92897,Entire home/apt,2,39,2019-06-19,2.41,1,90,115
Manhattan,Harlem,40.81217,-73.94406,Private room,30,2,2019-06-04,0.19,103,214,52
Queens,Forest Hills,40.72385,-73.85124,Entire home/apt,30,0,,,1,99,69
Manhattan,Harlem,40.80172,-73.95538,Private room,1,226,2019-07-03,7.75,2,32,100
Brooklyn,Williamsburg,40.71799,-73.95826,Entire home/apt,5,1,2019-06-30,1.0,1,51,188
Manhattan,Hell's Kitchen,40.76424,-73.98713,Private room,1,0,,,1,0,60
Manhattan,West Village,40.73194,-74.00369,Entire home/apt,2,3,2019-06-24,3.0,1,176,220
Manhattan,Upper East Side,40.76711,-73.95916,Private room,4,4,2019-06-15,2.67,1,143,350
Brooklyn,Cobble Hill,40.68688,-73.999,Private room,3,8,2017-12-31,0.22,1,10,142
Manhattan,Midtown,40.75574,-73.9705,Entire home/apt,5,3,2017-07-17,0.1,1,0,279
Queens,Woodside,40.75105,-73.90152,Private room,7,1,2016-12-01,0.03,1,0,30
Brooklyn,Williamsburg,40.71879,-73.9402,Private room,9,0,,,1,0,50
Brooklyn,Bedford-Stuyvesant,40.68901,-73.95371,Private room,1,0,,,1,0,100
Brooklyn,Boerum Hill,40.68611,-73.99031,Entire home/apt,6,6,2019-04-21,0.09,1,56,250
Brooklyn,Crown Heights,40.66472,-73.92871,Private room,1,0,,,1,0,250
Brooklyn,Bedford-Stuyvesant,40.67759,-73.91856,Entire home/apt,3,3,2019-06-28,2.0,1,22,350
Brooklyn,Flatbush,40.65263,-73.95734,Private room,5,0,,,1,0,80
Queens,Flushing,40.75712,-73.8122,Private room,2,45,2019-07-01,1.87,6,365,120
Manhattan,Financial District,40.7056,-74.0119,Entire home/apt,2,4,2019-06-14,2.67,327,293,256
Brooklyn,Gowanus,40.67729,-73.99164,Entire home/apt,3,2,2016-08-22,0.06,1,0,414
Queens,Long Island City,40.75297,-73.93698,Entire home/apt,1,0,,,10,341,499
Brooklyn,Bushwick,40.69808,-73.92417,Private room,1,17,2019-06-11,1.63,1,106,47
Brooklyn,Clinton Hill,40.68746,-73.96115,Entire home/apt,5,7,2019-01-02,0.38,1,14,150
Manhattan,Harlem,40.81456,-73.94159,Private room,2,105,2019-06-14,2.12,4,180,65
Brooklyn,Bushwick,40.6974,-73.92487,Private room,3,172,2019-06-30,6.37,3,169,80
Brooklyn,Bay Ridge,40.63592,-74.0219,Private room,30,6,2019-06-15,0.22,2,0,30
Queens,Sunnyside,40.74502,-73.91355,Entire home/apt,3,0,,,1,0,180
Manhattan,Upper West Side,40.7854,-73.97368,Private room,4,12,2017-09-22,0.18,1,358,310
Brooklyn,Clinton Hill,40.68766,-73.96439,Entire home/apt,1,0,,,1,0,6500
Queens,Queens Village,40.70414,-73.74418,Private room,4,0,,,1,363,35
Brooklyn,Brooklyn Heights,40.69405,-73.99634,Private room,14,16,2019-07-02,0.61,1,67,70
Manhattan,East Harlem,40.8068,-73.93932,Private room,1,84,2019-06-11,3.97,10,347,45
Queens,Forest Hills,40.71429,-73.85088,Private room,3,15,2018-08-04,0.41,4,0,59
Manhattan,Chelsea,40.73686,-73.99171,Entire home/apt,1,0,,,1,0,75
Queens,Ridgewood,40.70061,-73.911,Private room,3,60,2019-06-30,2.66,1,291,78
Brooklyn,Crown Heights,40.67068,-73.95464,Entire home/apt,1,0,,,1,66,145
Manhattan,Kips Bay,40.73969,-73.98445,Entire home/apt,30,5,2017-12-19,0.14,39,283,175
Manhattan,Hell's Kitchen,40.75663,-73.99563,Private room,1,1,2019-06-21,1.0,5,292,159
Manhattan,Upper West Side,40.79873,-73.96782,Entire home/apt,1,2,2016-09-25,0.06,1,0,200
Brooklyn,Bedford-Stuyvesant,40.68369,-73.94193,Private room,7,0,,,1,0,40
Brooklyn,Greenpoint,40.73749,-73.95292,Private room,3,36,2019-07-01,0.36,28,79,179
Manhattan,Murray Hill,40.74891,-73.97589,Entire home/apt,30,2,2017-12-30,0.09,50,365,150
Brooklyn,Park Slope,40.67059,-73.98621,Entire home/apt,2,2,2017-11-20,0.1,2,0,150
Manhattan,Gramercy,40.73318,-73.98436,Entire home/apt,3,103,2019-07-03,4.02,1,17,118
Manhattan,Washington Heights,40.8359,-73.93842,Entire home/apt,8,4,2018-07-09,0.13,1,0,80
Manhattan,Harlem,40.82258,-73.95418,Private room,2,67,2019-06-28,0.88,4,117,60
Brooklyn,Clinton Hill,40.68454,-73.96425,Entire home/apt,3,8,2019-01-28,0.81,1,0,88
Queens,Sunnyside,40.74233,-73.9125,Shared room,1,30,2019-03-04,2.78,1,157,30
Brooklyn,Williamsburg,40.7131,-73.95044,Entire home/apt,5,1,2019-01-02,0.16,1,0,125
Bronx,Concourse,40.83007,-73.92251,Private room,3,19,2019-06-25,2.27,1,67,45
Manhattan,Harlem,40.80386,-73.95369,Entire home/apt,4,9,2019-01-02,0.18,1,0,105
Brooklyn,Bedford-Stuyvesant,40.68221,-73.92614,Entire home/apt,3,43,2019-07-01,2.63,1,29,112
Manhattan,East Village,40.73279,-73.98746,Entire home/apt,12,1,2015-09-01,0.02,2,164,140
Brooklyn,Bushwick,40.70043,-73.92266,Entire home/apt,30,0,,,1,0,70
Brooklyn,Sunset Park,40.66051,-73.99081,Entire home/apt,2,3,2019-04-27,0.4,1,0,400
Manhattan,Upper West Side,40.78278,-73.97437,Entire home/apt,1,1,2015-11-01,0.02,1,0,250
Manhattan,SoHo,40.7234,-73.99967,Entire home/apt,3,3,2018-01-08,0.16,1,0,16
Queens,Bayswater,40.59947,-73.76468,Private room,1,0,,,1,170,55
Manhattan,Greenwich Village,40.73523,-73.99465,Entire home/apt,3,2,2017-04-18,0.07,1,365,180
Manhattan,Upper East Side,40.77223,-73.95082,Entire home/apt,4,0,,,1,337,350
Queens,Astoria,40.76871,-73.91839,Entire home/apt,1,8,2019-04-24,0.62,5,297,169
Brooklyn,Williamsburg,40.71251,-73.947,Private room,3,146,2019-06-09,2.08,1,277,115
Brooklyn,Williamsburg,40.70928,-73.94882,Private room,4,6,2018-11-22,0.41,1,7,46
Manhattan,Midtown,40.75376,-73.97132,Private room,3,4,2016-12-18,0.12,12,365,699
Manhattan,Hell's Kitchen,40.76259,-73.98667,Entire home/apt,30,0,,,65,365,190
Manhattan,Upper East Side,40.77357,-73.95149,Entire home/apt,1,99,2019-07-03,5.22,2,42,69
Brooklyn,Crown Heights,40.67612,-73.93722,Entire home/apt,2,1,2019-07-01,1.0,1,58,300
Manhattan,Chelsea,40.74776,-74.00238,Entire home/apt,15,1,2018-02-18,0.06,1,0,75
Brooklyn,Greenpoint,40.73556,-73.9557,Private room,6,0,,,1,0,75
Queens,Flushing,40.75414,-73.81536,Private room,1,0,,,1,365,75
Manhattan,Upper West Side,40.78371,-73.97358,Private room,20,5,2019-03-25,0.39,2,64,105
Manhattan,Harlem,40.81619,-73.94003,Entire home/apt,3,5,2016-07-02,0.09,1,0,99
Manhattan,Hell's Kitchen,40.76646,-73.98704,Shared room,2,2,2016-05-11,0.05,2,0,50
Manhattan,Lower East Side,40.72195,-73.98861,Shared room,15,11,2019-05-25,0.44,3,347,55
Queens,Long Island City,40.75363,-73.93463,Private room,3,1,2015-09-14,0.02,1,0,80
Queens,Arverne,40.59427,-73.79729,Entire home/apt,1,36,2019-06-23,2.96,1,70,140
Manhattan,Upper West Side,40.80288,-73.96484,Private room,3,6,2017-05-18,0.15,1,0,125
Manhattan,Upper East Side,40.77194,-73.94773,Private room,3,150,2019-06-21,2.38,1,294,84
Brooklyn,Bedford-Stuyvesant,40.69133,-73.9426,Private room,3,2,2016-01-05,0.05,1,0,31
Brooklyn,Williamsburg,40.71933,-73.95993,Entire home/apt,1,157,2019-06-23,4.58,1,155,259
Manhattan,Harlem,40.8114,-73.94014,Entire home/apt,2,34,2018-09-16,0.93,1,0,140
Manhattan,Midtown,40.75406,-73.96436,Entire home/apt,30,0,,,14,343,225
Queens,St. Albans,40.69045,-73.77467,Private room,1,19,2016-06-29,0.26,5,359,59
Queens,Sunnyside,40.73748,-73.92894,Private room,7,6,2016-10-28,0.18,1,337,33
Manhattan,Upper West Side,40.78246,-73.97654,Entire home/apt,7,0,,,1,0,155
Manhattan,Financial District,40.71002,-74.00723,Private room,3,0,,,1,0,98
Brooklyn,Bedford-Stuyvesant,40.6883,-73.95644,Entire home/apt,3,227,2019-07-01,3.61,1,173,92
Brooklyn,Williamsburg,40.71957,-73.94199,Private room,5,81,2019-06-27,1.96,2,308,80
Manhattan,Upper West Side,40.77616,-73.97994,Entire home/apt,8,0,,,1,0,99
Manhattan,Harlem,40.8129,-73.95213,Private room,1,4,2015-01-02,0.06,2,0,75
Brooklyn,Carroll Gardens,40.67967,-73.99665,Entire home/apt,20,0,,,1,12,157
Queens,Flushing,40.72211,-73.80908,Private room,1,0,,,1,0,30
Queens,Long Island City,40.75742,-73.9447,Entire home/apt,2,0,,,2,5,69
Brooklyn,Williamsburg,40.70758,-73.94134,Private room,5,1,2018-11-11,0.13,2,10,56
Brooklyn,Prospect Heights,40.67549,-73.96598,Entire home/apt,30,7,2019-03-30,0.26,3,37,158
Manhattan,Hell's Kitchen,40.75524,-73.99362,Entire home/apt,1,34,2019-06-28,2.9,1,1,99
Brooklyn,Brooklyn Heights,40.69335,-73.9984,Entire home/apt,3,8,2019-05-19,0.47,1,0,175
Brooklyn,Bushwick,40.70483,-73.92565,Private room,30,1,2019-06-26,1.0,3,365,79
Manhattan,East Village,40.72978,-73.9793,Private room,3,28,2019-06-25,0.33,1,364,125
Brooklyn,Crown Heights,40.67637,-73.95951,Entire home/apt,6,1,2016-01-07,0.02,1,0,100
Manhattan,East Harlem,40.79399,-73.94255,Private room,4,99,2019-06-28,2.06,2,11,84
Brooklyn,Bedford-Stuyvesant,40.69324,-73.93217,Entire home/apt,1,153,2019-06-17,2.21,1,1,125
Brooklyn,Bedford-Stuyvesant,40.68445,-73.92142,Entire home/apt,2,43,2017-11-01,1.16,1,0,99
Queens,Jamaica,40.68067,-73.77949,Private room,1,70,2019-07-03,5.07,3,90,40
Brooklyn,Fort Greene,40.68798,-73.97442,Entire home/apt,7,4,2018-11-03,0.05,1,36,145
Brooklyn,Bedford-Stuyvesant,40.69854,-73.94069,Private room,2,4,2018-01-01,0.21,1,0,50
Brooklyn,Park Slope,40.68087,-73.97871,Entire home/apt,2,2,2019-02-17,0.31,1,1,100
Brooklyn,Prospect Heights,40.67405,-73.96788,Entire home/apt,3,4,2019-06-22,2.4,1,21,199
Manhattan,Midtown,40.75331,-73.9733,Private room,3,8,2017-01-01,0.24,12,365,599
Brooklyn,Clinton Hill,40.68554,-73.96651,Entire home/apt,3,3,2019-04-27,0.47,1,0,120
Queens,Arverne,40.59103,-73.79497,Entire home/apt,2,0,,,1,0,175
Brooklyn,Williamsburg,40.71209,-73.9571,Entire home/apt,1,2,2019-02-24,0.14,3,105,349
Queens,Woodside,40.74968,-73.90333,Private room,1,1,2016-06-08,0.03,3,90,170
Brooklyn,Park Slope,40.67989,-73.97922,Private room,2,12,2019-03-06,1.57,1,89,120
Bronx,Kingsbridge,40.87,-73.90129,Private room,4,33,2019-06-24,4.36,1,86,39
Manhattan,Greenwich Village,40.7274,-73.99991,Entire home/apt,3,0,,,1,0,250
Brooklyn,Sunset Park,40.66426,-73.99375,Entire home/apt,30,0,,,1,337,165
Brooklyn,Prospect-Lefferts Gardens,40.65787,-73.95927,Private room,1,15,2019-05-22,1.62,1,0,60
Manhattan,Chelsea,40.74218,-73.99963,Entire home/apt,14,0,,,1,0,350
Manhattan,Chinatown,40.71344,-73.99037,Entire home/apt,1,160,2019-06-09,1.33,4,188,150
Brooklyn,Williamsburg,40.71633,-73.94138,Entire home/apt,1,5,2019-06-16,0.66,1,0,200
Manhattan,Hell's Kitchen,40.76302,-73.98833,Entire home/apt,3,55,2019-06-24,1.23,1,46,500
Manhattan,Upper West Side,40.78624,-73.96952,Entire home/apt,3,2,2017-12-01,0.1,1,0,96
Brooklyn,Bedford-Stuyvesant,40.68358,-73.95458,Private room,3,27,2019-05-11,1.09,1,78,65
Manhattan,Nolita,40.72177,-73.99675,Entire home/apt,3,5,2018-09-23,0.38,1,0,200
