neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Upper East Side,40.7718,-73.95556,Private room,2,5,2019-06-21,1.4,2,345,150
Queens,College Point,40.76813,-73.84542,Entire home/apt,30,0,,,1,121,60
Manhattan,Morningside Heights,40.81052,-73.95973,Private room,6,1,2019-03-11,0.25,1,252,175
Manhattan,Greenwich Village,40.72835,-74.00053,Private room,4,0,,,2,13,78
Brooklyn,Bedford-Stuyvesant,40.697,-73.93788,Private room,2,2,2019-06-21,1.82,1,103,96
Brooklyn,East Flatbush,40.64577,-73.93118,Entire home/apt,3,11,2019-06-14,2.84,3,86,74
Bronx,Schuylerville,40.84321,-73.83129,Entire home/apt,2,22,2019-07-05,4.93,1,3,100
Manhattan,East Village,40.72774,-73.98857,Entire home/apt,2,0,,,1,9,240
Brooklyn,Clinton Hill,40.69151,-73.96059,Entire home/apt,3,2,2019-05-03,0.82,1,113,120
Brooklyn,East Flatbush,40.63707,-73.93148,Private room,4,10,2019-06-03,2.59,4,42,35
Manhattan,Upper West Side,40.80134,-73.96897,Entire home/apt,1,19,2019-06-08,4.45,1,65,120
Manhattan,Hell's Kitchen,40.76259,-73.98667,Entire home/apt,30,0,,,65,365,190
Brooklyn,Bedford-Stuyvesant,40.68116,-73.94738,Entire home/apt,1,5,2019-05-19,1.23,2,5,400
Manhattan,Upper East Side,40.77903,-73.95071,Entire home/apt,30,0,,,65,364,210
Manhattan,Theater District,40.76193,-73.98573,Entire home/apt,30,0,,,65,338,310
Brooklyn,Bedford-Stuyvesant,40.69617,-73.93763,Private room,1,0,,,1,0,66
Queens,Springfield Gardens,40.65795,-73.76996,Entire home/apt,1,15,2019-07-07,3.31,7,68,175
Brooklyn,Columbia St,40.68502,-74.0051,Entire home/apt,2,4,2019-04-21,0.93,1,0,100
Manhattan,East Harlem,40.7984,-73.94267,Entire home/apt,2,16,2019-06-26,3.58,1,8,100
Queens,Springfield Gardens,40.66019,-73.77157,Private room,1,29,2019-06-16,6.35,7,163,75
Queens,Springfield Gardens,40.65933,-73.77125,Entire home/apt,1,17,2019-07-03,3.75,7,160,175
Queens,Springfield Gardens,40.65973,-73.77125,Private room,1,17,2019-06-25,3.92,7,161,55
Queens,Springfield Gardens,40.65953,-73.76923,Private room,1,8,2019-06-20,1.86,7,179,75
Brooklyn,Bushwick,40.69501,-73.91125,Shared room,1,11,2019-06-16,2.34,1,157,30
Brooklyn,Bushwick,40.70305,-73.93127,Entire home/apt,2,4,2019-02-20,0.86,1,0,69
Queens,Springfield Gardens,40.6597,-73.76993,Private room,1,14,2019-06-23,3.23,7,177,65
Queens,Springfield Gardens,40.65994,-73.77069,Private room,1,14,2019-07-05,3.89,7,163,85
Brooklyn,Clinton Hill,40.68771,-73.96304,Entire home/apt,2,22,2019-06-18,5.0,1,81,143
Manhattan,Upper East Side,40.77883,-73.9505,Entire home/apt,30,0,,,33,217,206
Brooklyn,Williamsburg,40.7077,-73.95332,Private room,2,13,2019-07-05,3.33,2,9,65
Brooklyn,Bedford-Stuyvesant,40.68199,-73.95131,Entire home/apt,15,1,2019-06-30,1.0,1,146,150
Brooklyn,Williamsburg,40.71304,-73.96729,Entire home/apt,30,1,2019-05-15,0.55,1,53,107
Manhattan,Lower East Side,40.71936,-73.98402,Entire home/apt,30,0,,,1,81,500
Manhattan,Upper East Side,40.78139,-73.95379,Private room,2,2,2019-07-03,2.0,1,76,87
Brooklyn,Columbia St,40.68418,-74.00313,Entire home/apt,2,30,2019-06-28,7.14,1,73,175
Queens,Astoria,40.76273,-73.90869,Private room,2,1,2019-02-20,0.22,1,0,48
Brooklyn,Prospect Heights,40.67651,-73.96681,Entire home/apt,6,5,2019-05-27,1.25,1,42,82
Manhattan,Upper East Side,40.76965,-73.95326,Private room,3,11,2019-06-13,2.6,1,116,78
Brooklyn,Flatbush,40.65027,-73.9608,Entire home/apt,3,1,2019-03-29,0.29,1,38,105
Manhattan,Washington Heights,40.83528,-73.94179,Entire home/apt,1,17,2019-06-26,4.08,5,261,285
Manhattan,Midtown,40.75449,-73.9677,Private room,1,0,,,2,268,250
Staten Island,Arden Heights,40.54857,-74.17628,Entire home/apt,30,3,2019-06-28,0.9,1,316,83
Manhattan,Lower East Side,40.72088,-73.99312,Private room,30,0,,,4,310,86
Manhattan,Lower East Side,40.71933,-73.99431,Private room,30,0,,,4,339,76
Manhattan,Gramercy,40.73572,-73.98736,Private room,2,10,2019-06-09,2.54,3,334,150
Brooklyn,Bushwick,40.70084,-73.93033,Private room,1,0,,,1,341,80
Manhattan,Midtown,40.74757,-73.98564,Entire home/apt,3,7,2019-07-05,2.88,1,36,145
Manhattan,Upper East Side,40.78028,-73.95528,Entire home/apt,30,0,,,1,62,149
Manhattan,Chinatown,40.71358,-73.99091,Entire home/apt,30,7,2019-06-03,1.84,2,88,150
Brooklyn,Bushwick,40.7041,-73.91688,Private room,2,5,2019-07-01,4.69,3,317,55
Queens,Elmhurst,40.74063,-73.87732,Private room,29,1,2019-06-16,1.0,7,34,33
Manhattan,Nolita,40.72004,-73.99486,Private room,30,0,,,5,249,62
Manhattan,Hell's Kitchen,40.7548,-73.9948,Entire home/apt,1,27,2019-07-01,6.59,2,133,175
Manhattan,Upper East Side,40.77705,-73.96038,Private room,1,4,2019-04-28,0.88,1,0,90
Brooklyn,East Flatbush,40.64882,-73.94537,Entire home/apt,6,12,2019-07-05,3.33,3,215,85
Queens,Ridgewood,40.70083,-73.90802,Private room,35,0,,,10,331,47
Manhattan,Nolita,40.72158,-73.9941,Private room,30,0,,,5,188,62
Queens,Ridgewood,40.70296,-73.90602,Private room,35,0,,,10,365,47
Manhattan,Hell's Kitchen,40.7548,-73.99818,Private room,2,10,2019-06-30,2.34,1,14,90
Brooklyn,Carroll Gardens,40.67797,-73.99969,Entire home/apt,2,17,2019-07-03,5.05,1,31,199
Brooklyn,Flatlands,40.62063,-73.9244,Private room,2,10,2019-07-06,2.34,2,43,40
Brooklyn,Fort Greene,40.68875,-73.9761,Private room,2,1,2019-07-02,1.0,1,83,90
Queens,Ridgewood,40.69903,-73.90961,Entire home/apt,28,0,,,1,197,150
Staten Island,Stapleton,40.63285,-74.0778,Entire home/apt,2,10,2019-07-07,3.19,1,252,125
Queens,Ditmars Steinway,40.77097,-73.91107,Entire home/apt,3,3,2019-07-05,0.99,1,97,350
Manhattan,Hell's Kitchen,40.7645,-73.98862,Private room,2,1,2019-06-10,1.0,1,3,70
Brooklyn,Bushwick,40.68949,-73.90588,Private room,1,1,2019-03-08,0.24,1,0,36
Manhattan,Greenwich Village,40.72835,-74.00159,Entire home/apt,3,0,,,1,157,175
Brooklyn,Williamsburg,40.70927,-73.94684,Private room,1,2,2019-02-24,0.44,2,151,75
Manhattan,Little Italy,40.71907,-73.99685,Entire home/apt,1,25,2019-06-21,5.47,1,29,160
Brooklyn,Bedford-Stuyvesant,40.69573,-73.95076,Entire home/apt,2,0,,,1,0,150
Manhattan,Hell's Kitchen,40.76211,-73.99873,Entire home/apt,3,2,2019-05-16,1.0,2,39,295
Manhattan,Hell's Kitchen,40.76063,-73.99863,Entire home/apt,3,2,2019-05-25,0.52,2,2,295
Manhattan,Upper West Side,40.7966,-73.97428,Private room,3,1,2019-04-14,0.35,2,0,125
Manhattan,Greenwich Village,40.72824,-74.00259,Entire home/apt,4,2,2019-06-22,0.53,1,148,215
Queens,Sunnyside,40.73643,-73.91886,Entire home/apt,2,16,2019-06-18,4.36,2,34,115
Queens,Ditmars Steinway,40.77129,-73.91226,Entire home/apt,2,16,2019-06-09,4.03,3,331,175
Manhattan,Chinatown,40.71612,-73.99273,Entire home/apt,2,5,2019-06-15,2.05,1,324,299
Manhattan,Greenwich Village,40.72927,-74.00003,Entire home/apt,30,1,2019-03-02,0.23,1,89,146
Queens,Jamaica Estates,40.71894,-73.78188,Entire home/apt,2,15,2019-06-30,4.46,1,94,250
Manhattan,East Village,40.72956,-73.98113,Entire home/apt,30,18,2019-06-21,4.22,5,204,161
Manhattan,Midtown,40.76607,-73.9826,Entire home/apt,30,1,2019-04-15,0.35,4,327,140
Brooklyn,Bedford-Stuyvesant,40.69278,-73.94372,Private room,1,33,2019-07-04,7.17,4,298,55
Manhattan,Gramercy,40.73512,-73.98614,Entire home/apt,30,0,,,65,242,235
Manhattan,Murray Hill,40.74974,-73.98094,Private room,5,0,,,1,263,200
Brooklyn,Crown Heights,40.66661,-73.95367,Private room,5,2,2019-04-08,0.48,1,15,48
Manhattan,Nolita,40.72033,-73.99527,Private room,30,1,2019-04-16,0.36,5,125,66
Queens,Ridgewood,40.70246,-73.90604,Private room,30,0,,,10,340,47
Manhattan,East Village,40.72621,-73.99028,Private room,30,0,,,9,310,59
Manhattan,Nolita,40.72013,-73.99524,Private room,30,0,,,5,125,59
Brooklyn,Bushwick,40.6994,-73.92607,Private room,5,6,2019-05-28,1.57,2,99,70
Queens,Ridgewood,40.70285,-73.90798,Private room,30,0,,,10,290,47
Queens,Ridgewood,40.70124,-73.90774,Private room,30,0,,,10,323,47
Brooklyn,Bushwick,40.68491,-73.91324,Entire home/apt,30,1,2019-03-10,0.25,26,312,85
Manhattan,Upper East Side,40.76226,-73.95808,Entire home/apt,1,8,2019-05-23,1.88,1,168,300
Brooklyn,Fort Greene,40.68842,-73.97349,Entire home/apt,2,12,2019-06-29,3.13,1,71,160
Staten Island,St. George,40.63763,-74.08268,Private room,1,0,,,2,365,100
Brooklyn,Clinton Hill,40.68995,-73.9675,Entire home/apt,3,0,,,2,159,220
Brooklyn,Bedford-Stuyvesant,40.69299,-73.94837,Private room,2,11,2019-06-16,2.7,4,365,58
Manhattan,Chinatown,40.71411,-73.99375,Entire home/apt,2,3,2019-03-31,0.79,1,0,145
Manhattan,Nolita,40.72106,-73.99501,Private room,30,0,,,5,137,67
Queens,Astoria,40.75756,-73.91931,Private room,5,1,2019-03-28,0.29,2,0,70
Queens,Woodhaven,40.68899,-73.85001,Shared room,1,11,2019-06-22,4.52,3,53,35
Manhattan,Washington Heights,40.85019,-73.93004,Entire home/apt,2,16,2019-06-29,4.25,1,51,50
Manhattan,Financial District,40.70436,-74.00927,Entire home/apt,5,16,2019-06-22,3.78,1,298,500
Brooklyn,Bedford-Stuyvesant,40.68994,-73.93425,Entire home/apt,1,11,2019-07-02,5.16,1,52,126
Queens,Bayside,40.76898,-73.78855,Private room,1,7,2019-06-21,3.18,3,244,48
Manhattan,Chelsea,40.74149,-73.99701,Entire home/apt,3,4,2019-05-28,1.17,1,58,139
Manhattan,Chelsea,40.75114,-73.99831,Entire home/apt,30,0,,,1,341,123
Manhattan,Upper West Side,40.79467,-73.96923,Entire home/apt,1,1,2019-03-30,0.3,1,0,135
Manhattan,Lower East Side,40.72064,-73.99305,Private room,30,0,,,4,364,73
Manhattan,East Village,40.72734,-73.98389,Entire home/apt,1,10,2019-06-26,3.75,5,97,369
Manhattan,East Harlem,40.81393,-73.93632,Private room,1,4,2019-06-14,1.11,1,2,35
Brooklyn,Bushwick,40.7042,-73.91693,Private room,1,15,2019-06-21,3.36,1,13,39
Manhattan,Gramercy,40.73621,-73.98729,Private room,4,0,,,2,12,120
Brooklyn,Sunset Park,40.64333,-74.00227,Private room,1,10,2019-06-20,3.16,3,71,50
Manhattan,Stuyvesant Town,40.7318,-73.97999,Private room,4,1,2019-03-06,0.24,1,0,125
Brooklyn,Sunset Park,40.64486,-74.00255,Private room,1,7,2019-06-23,3.13,3,84,60
Manhattan,Hell's Kitchen,40.76711,-73.98732,Entire home/apt,3,5,2019-07-06,1.21,1,13,200
Brooklyn,Bedford-Stuyvesant,40.68991,-73.93695,Private room,2,1,2019-03-19,0.27,1,0,55
Brooklyn,Bedford-Stuyvesant,40.68411,-73.94616,Entire home/apt,2,4,2019-06-03,1.38,1,344,200
Manhattan,Greenwich Village,40.72781,-74.00039,Entire home/apt,30,0,,,1,342,185
Manhattan,Upper East Side,40.78187,-73.94699,Private room,2,0,,,6,351,500
Manhattan,Upper East Side,40.78216,-73.94841,Private room,2,0,,,6,351,540
Queens,Long Island City,40.75541,-73.93647,Entire home/apt,1,3,2019-04-04,0.72,1,0,120
Manhattan,Upper East Side,40.78266,-73.94673,Private room,2,0,,,6,341,700
Manhattan,Upper East Side,40.78399,-73.94725,Private room,2,1,2019-06-09,1.0,6,343,990
Brooklyn,Williamsburg,40.71263,-73.9581,Entire home/apt,2,6,2019-06-09,1.5,1,2,150
Manhattan,Upper East Side,40.77671,-73.95516,Entire home/apt,30,0,,,96,332,280
Manhattan,Midtown,40.75619,-73.9654,Entire home/apt,30,0,,,96,306,135
Brooklyn,Canarsie,40.63626,-73.90696,Entire home/apt,1,31,2019-07-06,7.5,1,282,69
Brooklyn,Williamsburg,40.70857,-73.95258,Entire home/apt,6,3,2019-06-21,0.98,1,25,110
Brooklyn,Williamsburg,40.71015,-73.96019,Entire home/apt,1,0,,,1,0,180
Manhattan,Murray Hill,40.74868,-73.97563,Entire home/apt,2,8,2019-06-23,2.03,327,108,257
Manhattan,Murray Hill,40.74862,-73.97531,Entire home/apt,2,4,2019-06-22,1.35,327,140,243
Queens,Bayside,40.76868,-73.78871,Private room,1,16,2019-07-04,3.61,3,142,39
Brooklyn,Fort Greene,40.69354,-73.97172,Private room,5,0,,,2,0,95
Manhattan,Harlem,40.82931,-73.94183,Private room,2,6,2019-07-06,1.59,2,1,65
Brooklyn,Crown Heights,40.66878,-73.93938,Entire home/apt,2,11,2019-07-01,2.75,2,269,165
Manhattan,Harlem,40.81134,-73.94097,Private room,4,7,2019-04-16,1.59,1,0,59
Brooklyn,Bedford-Stuyvesant,40.6785,-73.91274,Shared room,1,2,2019-06-04,0.75,17,49,35
Manhattan,Hell's Kitchen,40.75978,-73.99183,Private room,1,16,2019-06-14,3.75,12,217,115
Brooklyn,Greenpoint,40.73297,-73.95466,Entire home/apt,2,0,,,2,76,350
Manhattan,Hell's Kitchen,40.7616,-73.99042,Private room,1,14,2019-06-16,3.62,12,241,105
Queens,Long Island City,40.74479,-73.94997,Entire home/apt,31,2,2019-06-22,0.9,1,133,107
Manhattan,Murray Hill,40.74921,-73.97395,Entire home/apt,2,6,2019-06-09,1.55,327,81,308
Brooklyn,Greenpoint,40.73738,-73.95679,Entire home/apt,4,10,2019-06-23,2.36,2,19,99
Queens,Jamaica,40.67931,-73.80149,Private room,3,0,,,1,74,50
Manhattan,Washington Heights,40.8524,-73.94214,Private room,1,0,,,2,0,70
Queens,Woodside,40.74228,-73.90049,Private room,30,0,,,103,215,43
Brooklyn,East New York,40.66954,-73.89539,Private room,7,4,2019-06-27,1.19,13,260,35
Queens,Rosedale,40.66294,-73.73292,Entire home/apt,2,4,2019-04-21,0.97,1,364,300
Brooklyn,Clinton Hill,40.69302,-73.96475,Entire home/apt,4,2,2019-05-05,0.64,4,0,395
Brooklyn,Greenpoint,40.72312,-73.93608,Private room,1,3,2019-06-24,2.43,5,349,105
Manhattan,Upper East Side,40.78417,-73.94902,Private room,2,1,2019-03-31,0.3,1,0,80
Brooklyn,Williamsburg,40.71586,-73.9391,Entire home/apt,2,15,2019-06-22,3.52,1,292,120
Queens,Astoria,40.75547,-73.91539,Private room,20,2,2019-05-12,0.91,3,0,48
Brooklyn,Bedford-Stuyvesant,40.6837,-73.95655,Private room,3,5,2019-06-25,1.52,3,0,51
Manhattan,Midtown,40.74766,-73.9868,Entire home/apt,2,2,2019-05-29,1.13,13,259,260
Manhattan,Harlem,40.82899,-73.94185,Private room,2,4,2019-06-03,0.94,3,90,82
Brooklyn,Brighton Beach,40.5767,-73.96,Private room,1,5,2019-06-23,1.18,2,351,45
Queens,Corona,40.74147,-73.86753,Shared room,1,8,2019-06-03,2.12,6,308,23
Manhattan,Washington Heights,40.84377,-73.94094,Private room,4,4,2019-06-09,1.05,1,88,37
Brooklyn,Gowanus,40.67858,-73.98232,Entire home/apt,3,1,2019-03-17,0.26,1,0,115
Manhattan,Murray Hill,40.74892,-73.97571,Entire home/apt,2,5,2019-05-02,1.17,327,58,300
Manhattan,Murray Hill,40.74763,-73.97524,Entire home/apt,2,5,2019-06-16,1.17,327,76,316
Manhattan,Murray Hill,40.74734,-73.97438,Entire home/apt,2,4,2019-06-21,1.12,327,133,228
Queens,Elmhurst,40.73878,-73.87711,Private room,30,0,,,37,0,32
Manhattan,East Harlem,40.80193,-73.93866,Private room,2,14,2019-06-23,3.56,1,97,79
Bronx,Longwood,40.82236,-73.90227,Private room,2,0,,,1,361,75
Manhattan,SoHo,40.72608,-74.00031,Private room,1,17,2019-07-06,5.37,3,74,95
Brooklyn,Bushwick,40.69466,-73.9106,Private room,1,0,,,1,35,100
Manhattan,Upper East Side,40.78609,-73.95341,Entire home/apt,3,0,,,1,166,225
Brooklyn,Clinton Hill,40.68575,-73.96311,Entire home/apt,2,6,2019-06-30,2.5,1,76,200
Manhattan,Harlem,40.82916,-73.9498,Entire home/apt,2,4,2019-05-27,0.94,1,0,160
Queens,Rosedale,40.6684,-73.73563,Private room,5,2,2019-05-13,0.9,2,178,42
Bronx,Clason Point,40.80924,-73.85107,Entire home/apt,2,27,2019-07-05,8.62,1,153,95
Manhattan,East Village,40.72467,-73.98836,Private room,2,6,2019-05-20,1.7,2,0,90
Brooklyn,Greenpoint,40.73635,-73.95705,Private room,2,3,2019-05-21,0.9,2,5,89
Brooklyn,Flatbush,40.65438,-73.95624,Entire home/apt,14,1,2019-04-01,0.3,1,163,83
Manhattan,Kips Bay,40.74493,-73.9786,Entire home/apt,1,1,2019-02-26,0.23,2,355,349
Brooklyn,Crown Heights,40.66947,-73.95593,Entire home/apt,3,20,2019-06-13,4.96,1,2,90
Queens,Maspeth,40.73173,-73.899,Entire home/apt,1,13,2019-06-25,3.28,1,183,100
Manhattan,Kips Bay,40.73767,-73.97384,Entire home/apt,7,0,,,1,9,150
Manhattan,Upper West Side,40.79887,-73.96343,Private room,1,42,2019-07-07,13.13,1,16,80
Manhattan,East Harlem,40.80551,-73.93654,Private room,2,3,2019-05-24,1.17,1,332,75
Manhattan,Harlem,40.80782,-73.94132,Entire home/apt,3,4,2019-06-23,0.99,2,133,278
Brooklyn,Prospect Heights,40.67911,-73.9725,Entire home/apt,2,4,2019-06-10,0.98,1,5,150
Bronx,Belmont,40.85505,-73.89238,Private room,2,28,2019-07-06,6.72,1,84,40
Brooklyn,Bushwick,40.69922,-73.92637,Private room,5,8,2019-06-12,2.09,2,100,65
Brooklyn,Bedford-Stuyvesant,40.6953,-73.94392,Entire home/apt,1,5,2019-05-27,1.53,1,6,90
Manhattan,Upper East Side,40.76746,-73.95861,Entire home/apt,1,20,2019-07-05,5.17,1,49,199
Brooklyn,East New York,40.67561,-73.88072,Entire home/apt,1,33,2019-07-04,7.56,2,15,106
Brooklyn,Williamsburg,40.71107,-73.96449,Private room,30,0,,,1,87,55
Brooklyn,Gravesend,40.58539,-73.96984,Shared room,9,2,2019-04-16,0.55,12,0,28
Manhattan,Hell's Kitchen,40.75616,-73.99408,Entire home/apt,10,9,2019-05-31,2.45,1,174,132
Brooklyn,East New York,40.66888,-73.89372,Private room,7,12,2019-06-27,3.1,13,247,35
Brooklyn,Bedford-Stuyvesant,40.67981,-73.90606,Private room,3,5,2019-07-05,1.74,1,18,29
Brooklyn,East New York,40.66934,-73.89402,Private room,7,7,2019-06-16,1.75,13,252,35
Brooklyn,Bushwick,40.69835,-73.9361,Entire home/apt,3,5,2019-06-10,1.17,1,326,100
Brooklyn,East New York,40.66962,-73.89404,Private room,7,1,2019-05-24,0.64,13,98,42
Brooklyn,Bushwick,40.69935,-73.92407,Private room,2,17,2019-06-24,4.05,2,68,43
Queens,Astoria,40.77655,-73.93587,Private room,1,11,2019-06-04,2.89,1,124,100
Brooklyn,East New York,40.66946,-73.89404,Private room,7,5,2019-04-29,1.33,13,116,35
Brooklyn,East New York,40.66977,-73.89356,Private room,7,8,2019-06-14,2.05,13,198,40
Brooklyn,East New York,40.66974,-73.89569,Private room,7,6,2019-06-29,1.64,13,301,38
Brooklyn,East New York,40.6697,-73.8954,Private room,7,5,2019-06-30,1.95,13,247,40
Queens,Elmhurst,40.73534,-73.87767,Private room,29,3,2019-06-01,0.87,5,2,35
Bronx,Mott Haven,40.81496,-73.92088,Private room,1,1,2019-04-09,0.33,1,90,60
Queens,Far Rockaway,40.59639,-73.7486,Entire home/apt,4,20,2019-06-30,4.92,1,107,147
Manhattan,Upper West Side,40.79877,-73.96313,Private room,1,16,2019-05-30,3.64,3,0,80
Manhattan,Harlem,40.82928,-73.94054,Entire home/apt,3,1,2019-04-26,0.41,2,3,135
Manhattan,Financial District,40.70659,-74.0102,Entire home/apt,2,8,2019-06-21,2.0,327,247,484
Manhattan,Financial District,40.70598,-74.01193,Entire home/apt,2,15,2019-06-21,4.21,327,325,211
Manhattan,Financial District,40.70795,-74.01096,Entire home/apt,2,9,2019-06-11,2.35,327,262,388
Manhattan,Financial District,40.70575,-74.01231,Entire home/apt,2,9,2019-06-23,2.18,327,294,407
Manhattan,Financial District,40.70759,-74.01242,Entire home/apt,2,5,2019-06-17,1.18,327,311,425
Manhattan,Financial District,40.70728,-74.01073,Entire home/apt,2,3,2019-06-14,1.11,327,323,432
Manhattan,Financial District,40.70778,-74.01074,Entire home/apt,2,8,2019-06-16,2.64,327,327,205
Manhattan,Financial District,40.70604,-74.01216,Entire home/apt,2,7,2019-06-26,2.59,327,294,248
Manhattan,Financial District,40.70652,-74.01048,Entire home/apt,2,6,2019-05-28,1.8,327,323,396
Manhattan,Financial District,40.70624,-74.01227,Entire home/apt,2,10,2019-05-24,2.46,327,276,376
Brooklyn,Bedford-Stuyvesant,40.68908,-73.9522,Private room,1,0,,,1,77,93
Brooklyn,Williamsburg,40.7146,-73.94167,Shared room,1,1,2019-05-14,0.54,2,365,125
Manhattan,Financial District,40.7057,-74.01221,Entire home/apt,2,6,2019-06-10,1.98,327,297,230
Manhattan,Financial District,40.70608,-74.01112,Entire home/apt,2,7,2019-06-08,1.72,327,338,416
Manhattan,Washington Heights,40.85117,-73.94065,Private room,1,22,2019-07-06,5.41,1,24,50
Manhattan,Harlem,40.80556,-73.95497,Entire home/apt,7,0,,,1,9,134
Queens,Jamaica,40.70225,-73.81546,Entire home/apt,30,0,,,1,348,129
Bronx,Parkchester,40.83485,-73.85954,Entire home/apt,5,1,2019-02-26,0.23,1,306,93
Manhattan,Harlem,40.80761,-73.94305,Private room,2,0,,,1,6,150
Brooklyn,Bedford-Stuyvesant,40.69127,-73.93856,Entire home/apt,1,13,2019-06-24,3.86,1,13,100
Brooklyn,Williamsburg,40.70881,-73.96688,Entire home/apt,5,13,2019-07-04,2.98,1,153,235
Manhattan,Washington Heights,40.84389,-73.93688,Private room,3,0,,,1,13,51
Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.9499,Private room,3,7,2019-07-01,3.13,1,43,45
Queens,Astoria,40.75664,-73.92806,Entire home/apt,1,12,2019-07-02,2.98,1,82,180
Manhattan,Hell's Kitchen,40.76651,-73.98752,Entire home/apt,30,1,2019-05-31,0.77,96,327,202
Manhattan,Harlem,40.81072,-73.94236,Private room,1,13,2019-06-30,3.22,2,168,50
Manhattan,Hell's Kitchen,40.76237,-73.99202,Entire home/apt,30,1,2019-05-18,0.58,20,332,160
Brooklyn,Williamsburg,40.70897,-73.96392,Private room,4,0,,,2,280,65
Manhattan,Hell's Kitchen,40.76852,-73.98895,Private room,3,2,2019-03-31,0.48,1,66,90
Queens,Maspeth,40.74165,-73.90603,Private room,1,0,,,2,62,50
Manhattan,East Village,40.72712,-73.97763,Private room,3,1,2019-02-26,0.23,1,0,220
Manhattan,Upper West Side,40.79872,-73.96069,Private room,1,22,2019-06-12,5.64,3,38,67
Brooklyn,Bushwick,40.69504,-73.9264,Private room,2,5,2019-06-10,1.55,1,9,45
Manhattan,East Village,40.7253,-73.98401,Entire home/apt,1,5,2019-06-20,1.47,4,233,250
Queens,Glendale,40.69991,-73.89488,Entire home/apt,4,7,2019-06-16,2.28,2,70,190
Queens,Elmhurst,40.74792,-73.88115,Private room,1,6,2019-06-09,3.05,2,0,42
Brooklyn,Bedford-Stuyvesant,40.68909,-73.94556,Entire home/apt,2,5,2019-04-28,1.24,2,0,109
Queens,Woodside,40.74683,-73.90654,Private room,30,0,,,103,94,50
Manhattan,Hell's Kitchen,40.76086,-73.98927,Private room,1,16,2019-06-30,4.17,2,255,150
Manhattan,Marble Hill,40.87618,-73.91268,Private room,3,0,,,3,308,40
Manhattan,Upper West Side,40.77961,-73.98474,Entire home/apt,14,3,2019-05-27,0.98,1,0,150
Manhattan,Upper East Side,40.77756,-73.95408,Entire home/apt,7,1,2019-04-08,0.33,1,12,137
Manhattan,Harlem,40.82455,-73.94585,Private room,14,2,2019-07-01,1.71,1,0,44
Manhattan,East Harlem,40.79519,-73.94115,Entire home/apt,3,8,2019-06-29,2.18,1,318,350
Manhattan,Upper West Side,40.76829,-73.98298,Private room,2,13,2019-07-05,3.15,1,233,275
Queens,Forest Hills,40.7164,-73.83501,Entire home/apt,5,3,2019-06-03,0.99,1,75,150
Brooklyn,Bushwick,40.70153,-73.92996,Private room,7,0,,,2,332,60
Manhattan,Hell's Kitchen,40.76125,-73.98849,Entire home/apt,3,9,2019-06-15,2.13,1,191,125
Manhattan,Murray Hill,40.74422,-73.97309,Entire home/apt,29,0,,,327,312,174
Manhattan,Chelsea,40.74855,-74.00074,Shared room,1,19,2019-06-30,4.45,1,208,65
Manhattan,Murray Hill,40.74436,-73.97223,Entire home/apt,29,0,,,327,329,192
Manhattan,East Village,40.72681,-73.97955,Private room,2,0,,,1,26,185
Brooklyn,Crown Heights,40.66828,-73.95341,Private room,5,3,2019-05-31,0.9,1,9,70
Manhattan,East Harlem,40.79191,-73.93982,Entire home/apt,2,2,2019-04-18,0.65,1,0,166
Queens,Long Island City,40.76321,-73.93472,Private room,2,15,2019-06-26,3.88,2,114,55
Queens,Jackson Heights,40.75245,-73.88586,Private room,3,4,2019-06-27,4.0,2,61,55
Manhattan,Gramercy,40.73379,-73.98605,Entire home/apt,30,0,,,2,342,130
Brooklyn,Williamsburg,40.71558,-73.94877,Private room,2,14,2019-06-21,3.44,1,32,95
Manhattan,East Village,40.72844,-73.98296,Entire home/apt,3,1,2019-03-11,0.25,1,5,115
Manhattan,Washington Heights,40.85156,-73.93035,Private room,15,0,,,1,350,37
Brooklyn,Prospect Heights,40.67616,-73.97009,Entire home/apt,4,3,2019-06-28,1.11,2,82,350
Brooklyn,Williamsburg,40.70678,-73.95478,Entire home/apt,1,8,2019-06-30,2.18,1,134,506
Manhattan,Murray Hill,40.74769,-73.97592,Entire home/apt,29,1,2019-05-19,0.59,327,342,165
Manhattan,Murray Hill,40.74467,-73.97188,Entire home/apt,29,1,2019-05-22,0.63,327,345,160
Brooklyn,Bedford-Stuyvesant,40.68472,-73.9418,Entire home/apt,1,22,2019-07-03,5.41,1,307,650
Brooklyn,Sunset Park,40.63916,-74.02175,Private room,2,0,,,1,0,40
Manhattan,Chelsea,40.74214,-73.99912,Entire home/apt,5,0,,,1,9,200
Brooklyn,Crown Heights,40.67639,-73.94785,Entire home/apt,3,7,2019-06-10,1.72,1,4,102
Manhattan,Theater District,40.7606,-73.98408,Entire home/apt,5,10,2019-05-20,2.42,1,2,359
Brooklyn,Bedford-Stuyvesant,40.691,-73.94696,Entire home/apt,1,5,2019-05-19,1.47,1,351,190
Manhattan,Upper West Side,40.80081,-73.96414,Entire home/apt,1,0,,,1,0,150
Brooklyn,Bedford-Stuyvesant,40.67779,-73.92483,Entire home/apt,2,0,,,1,32,150
Brooklyn,Canarsie,40.63355,-73.90466,Entire home/apt,1,10,2019-06-28,2.46,1,83,168
