neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Harlem,40.8228,-73.94567,Entire home/apt,3,46,2019-06-29,1.22,2,325,465
Manhattan,Upper East Side,40.76405,-73.95967,Entire home/apt,1,3,2016-06-04,0.07,1,0,126
Manhattan,Upper East Side,40.77638,-73.9476,Entire home/apt,1,0,,,1,0,215
Manhattan,Upper East Side,40.78397,-73.95041,Entire home/apt,3,18,2016-07-25,0.44,1,0,139
Manhattan,Upper East Side,40.77234,-73.96045,Entire home/apt,1,9,2016-10-13,0.2,1,0,200
Manhattan,Upper West Side,40.79174,-73.97755,Entire home/apt,6,0,,,1,0,200
Manhattan,Upper West Side,40.77944,-73.98518,Entire home/apt,1,1,2016-03-31,0.03,1,0,40
Brooklyn,Flatbush,40.64905,-73.96799,Private room,1,0,,,1,0,55
Brooklyn,Bushwick,40.70686,-73.91961,Entire home/apt,30,7,2017-11-26,0.16,1,0,99
Brooklyn,Williamsburg,40.70801,-73.94787,Private room,3,0,,,1,0,82
Brooklyn,Cobble Hill,40.68805,-73.99634,Entire home/apt,2,3,2016-10-16,0.07,1,0,185
Manhattan,East Village,40.72283,-73.98356,Private room,7,6,2018-01-05,0.18,2,0,60
Manhattan,Chelsea,40.73936,-73.99352,Entire home/apt,7,0,,,1,0,200
Manhattan,Upper East Side,40.77161,-73.95295,Entire home/apt,1,0,,,1,0,140
Brooklyn,Bedford-Stuyvesant,40.68061,-73.94996,Entire home/apt,30,3,2017-12-03,0.08,3,355,94
Brooklyn,Carroll Gardens,40.68423,-73.98996,Entire home/apt,2,2,2016-02-22,0.05,2,0,134
Brooklyn,Williamsburg,40.70644,-73.93759,Private room,1,0,,,1,0,60
Manhattan,Midtown,40.75249,-73.97412,Private room,3,6,2019-06-29,0.28,2,233,70
Manhattan,Lower East Side,40.71269,-73.98171,Entire home/apt,1,1,2015-12-03,0.02,1,0,200
Manhattan,Harlem,40.79912,-73.95204,Private room,2,66,2018-06-25,1.5,1,0,90
Brooklyn,Greenpoint,40.73077,-73.95851,Entire home/apt,1,1,2015-12-27,0.02,2,0,115
Manhattan,Lower East Side,40.71692,-73.98259,Entire home/apt,10,6,2017-01-03,0.14,1,0,245
Manhattan,East Village,40.72837,-73.98631,Entire home/apt,1,110,2019-06-23,2.47,1,134,375
Brooklyn,Crown Heights,40.66722,-73.948,Entire home/apt,2,161,2019-06-28,3.65,1,183,75
Manhattan,Lower East Side,40.71846,-73.98727,Private room,2,2,2016-09-24,0.05,1,0,150
Bronx,Concourse,40.81897,-73.92735,Entire home/apt,1,0,,,1,0,159
Brooklyn,Bedford-Stuyvesant,40.68244,-73.91092,Private room,15,0,,,5,342,40
Brooklyn,Greenpoint,40.73274,-73.95505,Private room,1,10,2016-03-17,0.22,2,0,57
Manhattan,Tribeca,40.71474,-74.01101,Entire home/apt,5,1,2016-01-01,0.02,1,0,425
Manhattan,West Village,40.7356,-74.00405,Entire home/apt,1,0,,,1,0,200
Manhattan,Harlem,40.80157,-73.95407,Private room,1,11,2016-07-04,0.25,1,0,65
Brooklyn,Greenpoint,40.73419,-73.95264,Private room,15,1,2016-07-01,0.03,1,0,65
Brooklyn,Bedford-Stuyvesant,40.68465,-73.91528,Private room,14,3,2018-07-15,0.13,1,0,75
Manhattan,East Harlem,40.79259,-73.95171,Private room,1,0,,,1,0,90
Manhattan,East Village,40.72518,-73.98439,Private room,1,0,,,1,0,100
Manhattan,NoHo,40.72624,-73.99317,Entire home/apt,1,8,2016-11-15,0.19,1,0,100
Queens,Astoria,40.76354,-73.91789,Private room,2,1,2018-05-06,0.07,1,364,77
Brooklyn,Williamsburg,40.71676,-73.94575,Entire home/apt,4,10,2018-07-31,0.23,1,0,165
Manhattan,Hell's Kitchen,40.76436,-73.98573,Entire home/apt,4,1,2016-01-05,0.02,1,0,190
Manhattan,Chinatown,40.71377,-73.99311,Entire home/apt,2,119,2019-06-23,2.72,1,78,190
Brooklyn,South Slope,40.66641,-73.99078,Private room,3,7,2018-04-01,0.16,2,0,45
Brooklyn,Bedford-Stuyvesant,40.69153,-73.94263,Entire home/apt,30,11,2019-06-22,0.26,1,251,72
Manhattan,Harlem,40.82287,-73.94561,Entire home/apt,3,52,2019-06-04,1.33,2,325,230
Manhattan,East Harlem,40.79598,-73.94288,Entire home/apt,5,33,2019-05-14,0.76,1,28,250
Manhattan,Midtown,40.75145,-73.9752,Entire home/apt,4,1,2016-01-10,0.02,2,223,140
Brooklyn,Brighton Beach,40.57808,-73.96253,Entire home/apt,5,0,,,1,0,85
Manhattan,East Village,40.72919,-73.98104,Entire home/apt,30,0,,,1,0,99
Manhattan,Lower East Side,40.7225,-73.9894,Entire home/apt,3,0,,,1,0,200
Brooklyn,Prospect Heights,40.67263,-73.96437,Private room,2,3,2017-01-02,0.07,1,0,99
Brooklyn,Williamsburg,40.71108,-73.94799,Entire home/apt,7,31,2019-03-25,0.72,1,209,140
Brooklyn,Williamsburg,40.71786,-73.95588,Entire home/apt,4,4,2017-05-02,0.09,2,188,181
Brooklyn,Bedford-Stuyvesant,40.69122,-73.94377,Entire home/apt,2,166,2019-07-01,3.76,1,8,165
Manhattan,Lower East Side,40.72201,-73.98775,Entire home/apt,3,14,2019-06-17,1.86,1,51,175
Brooklyn,Crown Heights,40.67637,-73.95951,Entire home/apt,6,1,2016-01-07,0.02,1,0,100
Brooklyn,Carroll Gardens,40.68047,-73.99594,Entire home/apt,1,178,2019-06-18,4.47,1,228,209
Manhattan,Washington Heights,40.83819,-73.94373,Private room,1,1,2015-11-10,0.02,1,0,110
Brooklyn,Williamsburg,40.70723,-73.94811,Private room,7,4,2016-03-20,0.09,1,0,50
Manhattan,Washington Heights,40.84465,-73.93733,Entire home/apt,2,3,2016-03-30,0.07,1,0,80
Bronx,Kingsbridge,40.87842,-73.9029,Private room,1,59,2019-06-23,1.45,2,354,75
Manhattan,East Village,40.72695,-73.99012,Entire home/apt,7,1,2015-12-08,0.02,1,0,70
Manhattan,Upper East Side,40.77751,-73.9556,Entire home/apt,1,1,2015-11-23,0.02,1,0,125
Queens,Astoria,40.7576,-73.9067,Entire home/apt,1,1,2015-11-11,0.02,1,0,70
Queens,Elmhurst,40.73682,-73.875,Private room,1,0,,,2,0,180
Brooklyn,Clinton Hill,40.69306,-73.96813,Private room,2,7,2018-10-28,0.19,1,310,100
Brooklyn,Park Slope,40.66675,-73.97571,Entire home/apt,8,2,2016-06-07,0.05,1,0,200
Manhattan,Harlem,40.80786,-73.94313,Entire home/apt,30,3,2018-07-22,0.16,1,0,100
Manhattan,Upper West Side,40.7915,-73.97197,Private room,3,0,,,1,0,95
Manhattan,Harlem,40.81293,-73.95191,Entire home/apt,5,0,,,2,0,150
Queens,Jackson Heights,40.75462,-73.88284,Entire home/apt,2,13,2019-03-24,0.3,1,288,144
Brooklyn,Williamsburg,40.70491,-73.93098,Private room,3,0,,,1,0,42
Manhattan,Lower East Side,40.71514,-73.98293,Private room,1,13,2018-05-18,0.32,2,0,95
Manhattan,Lower East Side,40.71549,-73.9834,Entire home/apt,2,3,2016-12-23,0.07,2,0,220
Manhattan,Kips Bay,40.74198,-73.9768,Private room,3,7,2019-06-20,0.22,1,317,209
Brooklyn,Williamsburg,40.71896,-73.95423,Private room,3,5,2017-05-31,0.16,2,0,118
Brooklyn,Bushwick,40.69902,-73.92195,Private room,5,28,2018-08-20,1.36,2,0,50
Brooklyn,Bedford-Stuyvesant,40.68534,-73.95709,Private room,1,0,,,1,0,95
Manhattan,East Village,40.7228,-73.98352,Private room,1,1,2015-11-14,0.02,1,0,85
Manhattan,Upper West Side,40.78479,-73.97521,Entire home/apt,5,5,2017-08-18,0.12,1,0,200
Brooklyn,Williamsburg,40.71294,-73.96224,Entire home/apt,2,21,2019-06-30,0.48,3,2,161
Brooklyn,Williamsburg,40.71968,-73.9602,Entire home/apt,2,24,2017-10-13,0.56,1,0,110
Manhattan,Midtown,40.75218,-73.97217,Entire home/apt,1,0,,,1,0,149
Manhattan,Upper West Side,40.79273,-73.97216,Entire home/apt,30,5,2017-02-26,0.13,8,156,104
Brooklyn,Williamsburg,40.71824,-73.95455,Entire home/apt,1,1,2016-01-01,0.02,1,0,200
Brooklyn,Williamsburg,40.71401,-73.96333,Private room,1,5,2016-05-01,0.12,1,0,99
Brooklyn,Bedford-Stuyvesant,40.68137,-73.91479,Entire home/apt,5,12,2017-06-15,0.28,1,0,80
Manhattan,West Village,40.73486,-74.00386,Entire home/apt,1,3,2016-11-27,0.08,1,0,400
Brooklyn,Williamsburg,40.7073,-73.94219,Entire home/apt,4,3,2016-03-23,0.07,3,0,98
Brooklyn,Clinton Hill,40.69223,-73.96879,Private room,2,2,2016-06-11,0.05,1,0,63
Brooklyn,Brownsville,40.66447,-73.91743,Private room,2,75,2019-06-21,1.73,2,249,69
Queens,Ditmars Steinway,40.77627,-73.90963,Entire home/apt,1,16,2017-12-31,0.45,1,36,89
Queens,Astoria,40.76483,-73.91522,Entire home/apt,4,4,2019-01-04,0.09,1,0,99
Manhattan,Midtown,40.74966,-73.98781,Entire home/apt,4,2,2015-12-28,0.05,1,0,140
Brooklyn,Bedford-Stuyvesant,40.68346,-73.93121,Entire home/apt,4,76,2019-06-25,1.78,2,274,150
Brooklyn,Carroll Gardens,40.67578,-73.99814,Entire home/apt,2,6,2019-06-30,1.4,1,73,199
Manhattan,Financial District,40.71035,-74.01343,Entire home/apt,20,0,,,1,0,120
Manhattan,Hell's Kitchen,40.75505,-73.99354,Entire home/apt,1,0,,,1,0,175
Manhattan,Lower East Side,40.71806,-73.99222,Entire home/apt,3,25,2019-06-24,0.58,3,0,300
Brooklyn,Crown Heights,40.67246,-73.93401,Private room,1,3,2016-01-01,0.07,1,0,40
Brooklyn,Bushwick,40.7047,-73.92109,Private room,2,22,2017-11-06,0.5,1,0,100
Brooklyn,Clinton Hill,40.69545,-73.96796,Entire home/apt,2,127,2019-05-29,2.9,2,236,170
Manhattan,East Village,40.72787,-73.98718,Entire home/apt,8,6,2017-09-07,0.14,1,0,120
Brooklyn,Bedford-Stuyvesant,40.69287,-73.94249,Private room,1,145,2019-07-01,3.26,3,313,60
Manhattan,Harlem,40.82339,-73.95271,Entire home/apt,7,7,2019-04-27,0.16,1,269,90
Manhattan,Inwood,40.86227,-73.92943,Private room,5,1,2015-12-30,0.02,1,0,60
Manhattan,Battery Park City,40.70941,-74.01774,Entire home/apt,1,0,,,1,0,450
Manhattan,Midtown,40.75511,-73.96825,Private room,1,0,,,1,0,75
Manhattan,Upper West Side,40.78228,-73.97748,Entire home/apt,3,11,2018-08-19,0.31,1,0,170
Brooklyn,Prospect Heights,40.68048,-73.97463,Private room,2,0,,,1,0,75
Manhattan,Washington Heights,40.84864,-73.94046,Private room,1,0,,,1,1,75
Brooklyn,Greenpoint,40.72741,-73.94337,Private room,2,0,,,1,0,80
Brooklyn,Gowanus,40.67696,-73.99569,Entire home/apt,3,10,2018-09-07,0.7,1,0,139
Manhattan,Midtown,40.75103,-73.98349,Entire home/apt,2,10,2017-05-24,0.23,1,0,250
Manhattan,Chelsea,40.74097,-73.99953,Entire home/apt,1,1,2015-11-17,0.02,1,0,150
Brooklyn,Bushwick,40.701,-73.91593,Private room,3,6,2019-01-02,0.32,1,0,90
Manhattan,Upper East Side,40.76999,-73.9477,Private room,4,14,2019-06-02,0.33,1,8,55
Manhattan,NoHo,40.72711,-73.99198,Entire home/apt,2,24,2019-06-23,1.69,1,0,296
Manhattan,Little Italy,40.719,-73.99565,Entire home/apt,2,9,2019-06-04,1.41,1,89,150
Bronx,Parkchester,40.83735,-73.85997,Entire home/apt,3,30,2019-05-21,0.69,1,357,139
Manhattan,Greenwich Village,40.73294,-73.99726,Private room,4,0,,,2,0,249
Manhattan,Upper West Side,40.78074,-73.98393,Entire home/apt,5,0,,,1,0,250
Manhattan,Greenwich Village,40.72893,-74.00176,Entire home/apt,3,2,2016-05-19,0.05,1,0,205
Brooklyn,Bushwick,40.70267,-73.92923,Entire home/apt,2,2,2017-07-20,0.07,1,0,90
Brooklyn,East Flatbush,40.64603,-73.94869,Shared room,30,5,2018-05-08,0.12,7,365,25
Queens,Astoria,40.76507,-73.90577,Entire home/apt,30,32,2017-09-23,0.72,1,67,65
Manhattan,Chinatown,40.71544,-73.99052,Entire home/apt,2,1,2015-11-28,0.02,1,0,250
Brooklyn,Bedford-Stuyvesant,40.68503,-73.93809,Entire home/apt,29,12,2018-08-20,0.31,1,339,140
Manhattan,Upper East Side,40.775,-73.94842,Entire home/apt,3,4,2016-08-16,0.09,1,0,110
Manhattan,Murray Hill,40.74961,-73.97846,Entire home/apt,2,0,,,1,0,200
Manhattan,East Harlem,40.7884,-73.94533,Entire home/apt,5,79,2019-06-28,1.82,2,307,120
Brooklyn,Greenpoint,40.72096,-73.94574,Entire home/apt,4,0,,,1,0,120
Manhattan,East Village,40.72502,-73.97835,Private room,2,2,2018-04-26,0.06,2,188,110
Queens,Springfield Gardens,40.66203,-73.7698,Entire home/apt,30,68,2019-07-03,1.66,2,365,200
Brooklyn,Williamsburg,40.7069,-73.96833,Private room,2,1,2016-08-08,0.03,1,0,60
Manhattan,Theater District,40.75572,-73.98531,Entire home/apt,2,1,2015-12-06,0.02,1,0,205
Brooklyn,Williamsburg,40.71439,-73.96256,Private room,7,4,2017-07-18,0.11,1,0,50
Manhattan,East Village,40.72847,-73.98579,Entire home/apt,1,1,2016-01-09,0.02,1,0,183
Brooklyn,Williamsburg,40.70943,-73.94277,Entire home/apt,1,0,,,1,0,125
Brooklyn,Williamsburg,40.70704,-73.95522,Private room,2,47,2019-05-18,1.1,1,54,70
Brooklyn,Sunset Park,40.66289,-73.99584,Entire home/apt,14,7,2017-08-31,0.16,1,0,90
Brooklyn,Williamsburg,40.71801,-73.9526,Entire home/apt,1,23,2018-05-20,0.52,2,364,375
Brooklyn,Bedford-Stuyvesant,40.69329,-73.95069,Private room,3,6,2018-10-08,0.14,1,10,50
Manhattan,Upper East Side,40.76854,-73.95532,Private room,1,49,2019-06-17,1.11,1,230,199
Manhattan,Kips Bay,40.73763,-73.97284,Private room,1,0,,,1,0,130
Manhattan,Midtown,40.74538,-73.98313,Entire home/apt,31,5,2016-05-24,0.12,1,365,285
Brooklyn,Bedford-Stuyvesant,40.6947,-73.93481,Private room,4,100,2019-06-28,2.34,6,113,72
Brooklyn,Prospect-Lefferts Gardens,40.65822,-73.95439,Private room,15,14,2019-06-07,0.49,1,15,36
Brooklyn,Bushwick,40.69535,-73.9184,Private room,2,48,2019-06-30,1.11,2,263,84
Manhattan,East Village,40.72314,-73.98066,Private room,1,1,2015-12-01,0.02,1,0,100
Brooklyn,Bedford-Stuyvesant,40.68925,-73.94462,Private room,2,16,2019-01-01,0.41,1,262,130
Manhattan,East Village,40.72219,-73.98409,Entire home/apt,4,1,2016-01-03,0.02,3,0,285
Manhattan,SoHo,40.72667,-74.00257,Entire home/apt,4,0,,,1,0,175
Manhattan,East Harlem,40.78758,-73.95026,Entire home/apt,3,74,2019-07-06,1.67,1,62,465
Manhattan,Nolita,40.72291,-73.9945,Entire home/apt,3,6,2016-02-03,0.14,1,0,175
Brooklyn,Greenpoint,40.72528,-73.94488,Entire home/apt,5,201,2019-06-27,4.7,2,212,165
Manhattan,Upper West Side,40.79312,-73.96606,Entire home/apt,30,1,2018-08-31,0.1,96,252,156
Manhattan,Upper West Side,40.79155,-73.97477,Entire home/apt,30,0,,,96,341,191
Brooklyn,Williamsburg,40.70973,-73.94289,Entire home/apt,14,1,2016-08-28,0.03,1,0,160
Manhattan,Hell's Kitchen,40.76646,-73.9929,Entire home/apt,1,0,,,2,0,305
Manhattan,East Village,40.72161,-73.98013,Entire home/apt,1,52,2019-06-30,1.2,1,74,200
Brooklyn,Williamsburg,40.7196,-73.95956,Entire home/apt,3,4,2017-05-29,0.11,2,0,260
Manhattan,Hell's Kitchen,40.76747,-73.99422,Private room,5,0,,,2,0,105
Brooklyn,Gowanus,40.67017,-73.99029,Private room,1,0,,,1,0,85
Manhattan,Harlem,40.81176,-73.94999,Entire home/apt,3,2,2016-02-22,0.05,1,0,100
Brooklyn,Williamsburg,40.7116,-73.9521,Private room,4,0,,,1,0,79
Manhattan,Hell's Kitchen,40.75925,-73.99136,Private room,5,125,2018-09-29,2.83,2,177,120
Manhattan,East Village,40.72339,-73.9833,Entire home/apt,3,0,,,1,0,300
Bronx,Mott Haven,40.8113,-73.92465,Private room,3,2,2019-01-02,0.05,1,356,65
Manhattan,Chelsea,40.75088,-73.99951,Private room,2,151,2019-06-17,3.46,1,0,100
Brooklyn,Clinton Hill,40.68215,-73.96121,Entire home/apt,1,7,2017-07-23,0.16,1,0,127
Queens,Elmhurst,40.74449,-73.88096,Private room,2,21,2019-06-15,0.48,2,311,49
Manhattan,Upper West Side,40.77772,-73.98514,Private room,1,11,2017-12-08,0.25,1,0,108
Manhattan,Harlem,40.81443,-73.94121,Entire home/apt,30,0,,,1,0,121
Manhattan,Chelsea,40.74081,-74.00296,Entire home/apt,1,1,2015-11-21,0.02,1,0,180
Brooklyn,Bedford-Stuyvesant,40.6869,-73.95496,Private room,5,34,2019-01-14,0.77,1,7,34
Manhattan,Two Bridges,40.71271,-73.99512,Entire home/apt,4,0,,,1,0,180
Brooklyn,Greenpoint,40.72264,-73.93823,Entire home/apt,5,3,2019-06-03,0.25,1,78,100
Manhattan,Upper West Side,40.79224,-73.97417,Entire home/apt,30,0,,,96,265,175
Manhattan,Upper West Side,40.79285,-73.967,Entire home/apt,30,7,2019-06-24,0.18,96,280,175
Manhattan,East Village,40.73047,-73.98576,Entire home/apt,4,10,2018-12-28,0.23,1,0,190
Brooklyn,Sunset Park,40.64577,-74.00532,Entire home/apt,7,6,2018-07-01,0.17,1,0,90
Manhattan,Hell's Kitchen,40.75735,-73.99007,Entire home/apt,2,143,2019-07-05,3.29,1,215,160
Manhattan,Upper West Side,40.79947,-73.964,Private room,1,1,2016-01-05,0.02,1,0,51
Manhattan,Upper West Side,40.77668,-73.97815,Entire home/apt,1,1,2015-12-14,0.02,1,0,150
Brooklyn,Fort Greene,40.68914,-73.97853,Entire home/apt,3,16,2019-04-20,0.42,1,103,325
Brooklyn,Bushwick,40.70889,-73.92135,Entire home/apt,3,9,2019-06-04,0.23,1,42,99
Manhattan,Kips Bay,40.74379,-73.97803,Private room,1,0,,,2,0,150
Brooklyn,Williamsburg,40.71914,-73.95709,Entire home/apt,1,13,2016-10-29,0.3,1,363,280
Manhattan,East Harlem,40.79417,-73.94331,Entire home/apt,2,166,2019-06-15,3.78,1,229,110
Brooklyn,Williamsburg,40.71787,-73.95396,Private room,5,0,,,1,0,100
Brooklyn,Bedford-Stuyvesant,40.69182,-73.95696,Entire home/apt,2,127,2019-06-17,2.92,1,126,125
Manhattan,Greenwich Village,40.72824,-73.99517,Entire home/apt,4,18,2019-07-01,1.9,1,85,275
Brooklyn,Williamsburg,40.71133,-73.96924,Entire home/apt,2,22,2019-06-23,0.55,1,109,308
Brooklyn,South Slope,40.66548,-73.98279,Entire home/apt,4,3,2016-01-03,0.07,1,0,200
Manhattan,East Harlem,40.79668,-73.93379,Private room,2,136,2019-04-21,3.07,4,48,60
Manhattan,West Village,40.73319,-74.00225,Private room,1,2,2016-01-03,0.05,1,0,65
Manhattan,Upper West Side,40.79632,-73.96879,Entire home/apt,1,0,,,1,0,110
Bronx,Kingsbridge,40.879,-73.90062,Entire home/apt,1,8,2019-04-26,0.22,2,354,189
Manhattan,Roosevelt Island,40.76168,-73.95059,Private room,2,1,2016-05-30,0.03,1,0,60
Manhattan,Hell's Kitchen,40.76534,-73.9925,Private room,5,0,,,1,0,90
Brooklyn,Williamsburg,40.71605,-73.95176,Private room,3,1,2015-12-01,0.02,1,0,65
Brooklyn,Clinton Hill,40.68281,-73.96446,Entire home/apt,2,37,2018-11-25,0.84,1,0,128
Brooklyn,Windsor Terrace,40.6491,-73.97434,Entire home/apt,2,19,2017-01-02,0.45,1,0,200
Brooklyn,Park Slope,40.67159,-73.97482,Entire home/apt,14,0,,,1,0,120
Brooklyn,Prospect-Lefferts Gardens,40.65837,-73.96115,Private room,3,67,2019-06-09,1.52,1,296,75
Manhattan,Inwood,40.85945,-73.92834,Entire home/apt,1,1,2015-11-27,0.02,1,0,69
Manhattan,Morningside Heights,40.80887,-73.95917,Entire home/apt,5,3,2017-01-01,0.07,1,0,120
Manhattan,Kips Bay,40.7435,-73.97907,Private room,1,1,2015-12-14,0.02,1,0,95
Brooklyn,Bedford-Stuyvesant,40.69856,-73.94368,Entire home/apt,2,18,2017-01-02,0.44,1,0,142
Manhattan,Inwood,40.87045,-73.9183,Entire home/apt,1,0,,,1,365,210
Queens,Woodside,40.75066,-73.90424,Private room,2,14,2018-04-29,0.33,3,90,155
Manhattan,West Village,40.73129,-74.00237,Entire home/apt,2,3,2016-10-24,0.08,1,0,300
Brooklyn,Gravesend,40.5888,-73.97278,Private room,3,46,2019-06-13,1.05,2,92,70
Manhattan,Midtown,40.75452,-73.96767,Entire home/apt,1,156,2019-06-27,3.58,1,22,180
Manhattan,Harlem,40.82402,-73.9456,Private room,1,17,2018-01-03,0.4,1,0,70
Manhattan,Gramercy,40.73537,-73.98244,Private room,1,1,2016-06-13,0.03,1,0,95
Brooklyn,Bedford-Stuyvesant,40.68041,-73.93612,Entire home/apt,3,83,2019-05-31,1.9,2,224,100
Brooklyn,Bushwick,40.69994,-73.92378,Entire home/apt,5,89,2019-05-26,2.02,2,72,129
Manhattan,Upper East Side,40.77557,-73.94615,Private room,30,0,,,1,174,62
Manhattan,Washington Heights,40.84899,-73.94018,Private room,1,2,2016-01-03,0.05,1,0,40
Brooklyn,Williamsburg,40.7158,-73.95587,Private room,2,3,2019-06-10,0.48,1,6,90
Brooklyn,Prospect-Lefferts Gardens,40.66261,-73.9588,Private room,1,1,2016-10-02,0.03,2,0,42
Brooklyn,Bedford-Stuyvesant,40.69156,-73.94276,Entire home/apt,7,0,,,1,0,125
Brooklyn,Williamsburg,40.7197,-73.95519,Entire home/apt,4,0,,,1,0,100
Manhattan,Hell's Kitchen,40.76465,-73.99499,Entire home/apt,30,1,2018-11-14,0.13,5,365,70
Brooklyn,Bushwick,40.70505,-73.92239,Entire home/apt,2,4,2016-07-01,0.09,1,0,108
Queens,Flushing,40.75114,-73.80695,Entire home/apt,2,20,2019-05-31,0.85,6,243,500
Manhattan,Lower East Side,40.72278,-73.98878,Private room,1,0,,,1,0,115
Manhattan,Upper West Side,40.78198,-73.97803,Entire home/apt,1,4,2016-06-26,0.09,1,0,275
Brooklyn,Bushwick,40.70383,-73.92853,Private room,1,0,,,1,0,40
Brooklyn,Williamsburg,40.71409,-73.96359,Entire home/apt,3,128,2019-06-21,2.89,1,92,289
Brooklyn,Williamsburg,40.70851,-73.94244,Private room,5,102,2019-07-01,2.48,1,288,130
Manhattan,East Harlem,40.79733,-73.93988,Private room,3,125,2019-06-20,2.87,1,1,55
Manhattan,Kips Bay,40.74015,-73.98038,Entire home/apt,2,0,,,1,0,125
Manhattan,Harlem,40.81051,-73.94723,Entire home/apt,4,94,2019-06-21,2.2,1,27,130
Brooklyn,Midwood,40.62186,-73.95347,Private room,2,62,2019-05-23,1.45,2,107,60
Brooklyn,Boerum Hill,40.68632,-73.98796,Entire home/apt,1,140,2019-06-09,3.2,1,363,99
Brooklyn,Bushwick,40.70254,-73.93095,Private room,5,12,2017-08-03,0.27,1,0,50
Manhattan,East Village,40.72117,-73.98126,Private room,25,0,,,1,0,78
Manhattan,East Harlem,40.79335,-73.94583,Entire home/apt,1,1,2016-01-02,0.02,1,0,150
Manhattan,Morningside Heights,40.80294,-73.96007,Private room,2,62,2019-05-10,1.73,1,320,90
Brooklyn,Greenpoint,40.72104,-73.94805,Entire home/apt,5,77,2019-06-29,1.89,2,6,275
Manhattan,Hell's Kitchen,40.76365,-73.99472,Entire home/apt,30,3,2018-06-30,0.07,5,339,70
Brooklyn,Bedford-Stuyvesant,40.68964,-73.94884,Private room,3,0,,,1,0,39
Manhattan,Theater District,40.75732,-73.98276,Entire home/apt,3,177,2019-06-22,4.16,1,216,185
Manhattan,Washington Heights,40.83907,-73.94256,Private room,2,0,,,1,0,49
Brooklyn,Bushwick,40.69798,-73.93206,Private room,1,30,2018-01-01,0.8,1,0,69
Brooklyn,Clinton Hill,40.6846,-73.96536,Entire home/apt,2,84,2019-06-23,2.03,1,327,330
Manhattan,Upper West Side,40.7894,-73.9762,Entire home/apt,5,0,,,1,7,110
Manhattan,Upper East Side,40.77254,-73.9493,Entire home/apt,1,0,,,1,0,450
Manhattan,Upper West Side,40.77813,-73.97574,Private room,2,2,2016-08-22,0.05,2,0,150
Manhattan,Hell's Kitchen,40.75591,-73.99499,Entire home/apt,30,10,2019-03-31,0.24,5,357,80
Manhattan,Hell's Kitchen,40.76376,-73.99323,Entire home/apt,30,5,2018-06-16,0.12,5,365,80
Manhattan,SoHo,40.72419,-74.00451,Entire home/apt,3,117,2019-06-22,2.88,1,57,310
Manhattan,Hell's Kitchen,40.76373,-73.99297,Entire home/apt,30,5,2019-01-27,0.12,5,341,70
Manhattan,Chelsea,40.7411,-73.99978,Entire home/apt,1,2,2016-01-03,0.05,1,0,325
Queens,Sunnyside,40.7388,-73.92501,Private room,3,13,2019-05-18,0.58,2,167,65
Brooklyn,Carroll Gardens,40.68315,-73.99387,Entire home/apt,4,128,2019-05-26,2.89,2,0,155
Brooklyn,Bushwick,40.68943,-73.90574,Private room,1,2,2016-01-10,0.05,1,0,45
Manhattan,Hell's Kitchen,40.76355,-73.98914,Entire home/apt,4,148,2019-07-05,3.69,1,129,125
Brooklyn,Bushwick,40.68817,-73.91257,Private room,2,213,2019-06-24,4.9,2,30,49
Manhattan,Washington Heights,40.85128,-73.93907,Private room,1,0,,,1,0,150
Brooklyn,Williamsburg,40.71028,-73.95445,Private room,2,4,2016-09-05,0.09,1,0,80
Manhattan,East Harlem,40.79382,-73.94334,Entire home/apt,1,152,2019-06-21,3.43,1,200,145
Queens,Ditmars Steinway,40.77588,-73.90782,Entire home/apt,2,38,2019-06-03,0.87,2,330,125
Queens,Middle Village,40.7206,-73.87382,Private room,1,95,2019-06-23,2.22,3,80,60
Brooklyn,Bedford-Stuyvesant,40.68632,-73.91793,Private room,3,70,2019-06-17,1.59,3,25,50
Bronx,Belmont,40.85487,-73.88711,Private room,7,0,,,1,0,70
Brooklyn,Williamsburg,40.71174,-73.95544,Entire home/apt,1,119,2019-06-23,2.71,3,353,531
Manhattan,East Village,40.72443,-73.98289,Entire home/apt,1,81,2019-07-06,1.91,2,318,199
Manhattan,Upper East Side,40.76892,-73.96845,Entire home/apt,3,151,2019-06-26,3.58,1,219,214
Manhattan,Kips Bay,40.74404,-73.97564,Entire home/apt,3,0,,,1,0,70
Brooklyn,Crown Heights,40.66971,-73.95645,Entire home/apt,4,1,2016-08-23,0.03,1,0,105
Manhattan,Hell's Kitchen,40.76037,-73.99016,Entire home/apt,2,64,2019-06-30,1.68,2,262,240
Queens,Forest Hills,40.72484,-73.84505,Entire home/apt,4,74,2019-06-27,1.69,2,350,114
Manhattan,East Village,40.724,-73.98376,Private room,1,1,2015-12-21,0.02,1,0,45
Manhattan,Harlem,40.82241,-73.9412,Private room,1,0,,,1,0,45
Brooklyn,Greenpoint,40.73391,-73.95679,Entire home/apt,1,0,,,1,0,143
Brooklyn,Williamsburg,40.7121,-73.96101,Entire home/apt,10,18,2019-04-30,0.43,1,157,145
Manhattan,Harlem,40.8096,-73.94099,Private room,1,0,,,1,0,90
Brooklyn,Park Slope,40.68182,-73.97704,Private room,3,14,2019-04-04,0.33,1,352,75
